PersonID,Age,OccupationStatus,OccupationStatus_OS,Employed,Unemployed,Homemaker,Student,Retired,Disabled,OtherOcc,MultiOcc,ActiveDutyArmedForces,ReceivedCareVA,MaritalStatus,Education,BornInUSA,YearCameToUSA,SpeakEnglish,NotHisp,Mexican,PuertoRican,Cuban,OthHisp,Hisp_Cat,White,Black,AmerInd,AsInd,Chinese,Filipino,Japanese,Korean,Vietnamese,OthAsian,Hawaiian,Guamanian,Samoan,OthPacIsl,Race_Cat2,SexualOrientation,SexualOrientation_OS,TotalHousehold,R_HHAdults,HHAdults_Num,SelfGender,SelfAge,SelfMOB,HHAdultGender2,HHAdultAge2,HHAdultMOB2,HHAdultGender3,HHAdultAge3,HHAdultMOB3,HHAdultGender4,HHAdultAge4,HHAdultMOB4,HHAdultGender5,HHAdultAge5,HHAdultMOB5,ChildrenInHH,RentOrOwn,CellPhone,PhoneInHome,IncomeRanges,MailSurveyTime_Min,MailSurveyTime_Hrs,TypeOfAddressA,TypeOfAddressB,TypeOfAddressC,TypeOfAddressD
60000238-01,90,5,-1,2,2,2,2,1,2,2,1,5,-1,4,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,90,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,45,-1,2,2,1,2
60000241-02,65,2,-1,2,1,2,2,2,2,2,1,5,-1,6,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,-9,-6,1,1,1,1,65,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,1,10,-1,1,2,2,2
60000243-01,53,1,-1,1,2,2,2,2,2,2,1,5,-2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,4,4,2,53,1,1,58,5,1,30,5,2,25,11,-1,-1,-1,0,1,1,2,8,10,-1,1,2,2,2
60000244-01,44,6,-1,2,2,2,2,2,1,2,1,2,1,1,6,1,-1,1,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,1,51,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,2,1,2,2,2
60000245-01,71,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,71,8,2,70,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,20,-1,1,2,1,2
60000248-01,41,3,-1,2,2,1,2,2,2,2,1,5,-2,6,5,1,-1,1,2,2,1,2,2,22,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,3,2,2,2,41,2,2,73,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,30,-1,1,2,2,2
60000256-02,63,6,-1,2,2,2,2,2,1,2,1,5,-2,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,63,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,-1,1,1,2,2,2
60000262-01,66,6,-1,2,2,2,2,2,1,2,1,5,-1,3,2,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,6,0,1,2,2,2
60000264-01,74,5,-1,2,2,2,2,1,2,2,1,5,-1,6,6,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,2,74,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,-1,1,1,2,2,2
60000265-01,80,5,-1,2,2,2,2,1,2,2,1,5,-1,4,2,1,-1,-9,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,80,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,15,-1,1,2,2,2
60000267-01,63,5,-1,2,2,2,2,1,2,2,1,5,-2,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,3,3,-9,63,3,1,72,5,2,35,-4,2,-4,2,-1,-1,-1,1,1,1,1,8,15,-1,1,2,2,2
60000274-01,81,5,-1,2,2,2,2,1,2,2,1,3,2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,81,3,2,61,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,50,-1,1,2,2,2
60000275-01,36,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,-9,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,36,11,2,36,2,1,-4,4,1,-4,3,-1,-1,-1,2,1,1,1,9,25,-1,1,2,2,2
60000281-01,27,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,2,2016,2,1,2,2,2,2,10,2,2,2,2,1,2,2,2,2,2,2,2,2,2,32,2,-1,2,2,2,1,27,5,2,28,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,20,-1,1,2,2,2
60000288-03,89,6,-1,2,2,2,2,2,1,2,1,5,-2,4,3,1,-1,2,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,89,6,1,59,12,1,59,12,-1,-1,-1,-1,-1,-1,-9,1,2,1,-9,30,-1,1,2,2,2
60000295-01,63,5,-1,2,2,2,2,1,2,2,1,5,-1,6,6,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,1,63,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,6,-1,1,1,2,2,2
60000296-01,50,1,-1,1,2,2,2,2,2,2,1,5,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,50,7,1,51,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,35,-1,2,2,1,2
60000299-01,64,1,-1,1,2,2,2,2,2,2,1,5,-1,4,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,64,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,30,-1,1,2,2,2
60000301-01,40,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,40,6,1,38,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,9,15,0,1,2,2,2
60000305-01,37,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,-9,-6,-9,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,37,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,8,30,-1,1,2,2,2
60000306-02,67,5,-1,2,2,2,2,1,2,2,1,3,2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,67,8,2,66,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,-1,1,1,2,2,2
60000308-01,64,5,-1,2,2,2,2,1,2,2,1,5,-1,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,64,3,1,34,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,30,-1,2,1,2,2
60000310-01,24,-5,-1,1,2,2,1,2,2,2,2,5,-1,6,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,-1,1,1,1,1,24,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,4,15,-1,1,2,2,2
60000311-02,70,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,2,2,2,1,70,9,1,72,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60000318-01,40,1,-1,1,2,2,2,2,2,2,1,5,-1,2,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,-1,3,2,2,2,40,1,1,42,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,5,20,-1,1,2,2,2
60000323-01,41,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,41,5,1,33,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,25,-1,1,2,2,2
60000324-01,36,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,2,1986,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,36,9,1,34,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,9,20,-1,1,2,2,2
60000329-01,73,5,-1,2,2,2,2,1,2,2,1,3,2,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,73,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,30,-1,1,2,2,2
60000332-01,51,1,-1,1,2,2,2,2,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,51,5,-9,46,9,-9,21,9,-1,-1,-1,-1,-1,-1,0,1,1,2,7,20,-1,1,2,2,2
60000333-03,61,5,-1,2,2,2,2,1,2,2,1,5,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,4,4,1,61,8,2,60,12,2,30,12,1,27,7,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60000334-02,65,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,65,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,6,-9,-9,1,2,2,2
60000335-01,64,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,64,9,1,61,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,20,0,1,2,2,2
60000340-01,48,1,-1,1,2,2,2,2,2,2,1,5,-1,1,2,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,48,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,30,-1,-9,-9,-9,-9
60000345-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,46,4,2,44,4,2,-4,8,2,-4,9,-1,-1,-1,2,1,1,2,8,10,-1,1,2,2,2
60000348-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,73,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,30,-1,1,2,2,2
60000350-02,78,-5,-1,1,2,2,2,1,2,2,2,5,-1,4,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,78,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,30,-1,1,2,2,2
60000355-01,62,1,-1,1,2,2,2,2,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,62,3,1,64,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,45,-1,1,2,2,2
60000358-01,64,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,64,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-9,20,-1,1,2,2,2
60000360-01,38,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,31,1,1,-4,9,2,-4,10,-1,-1,-1,-1,-1,-1,2,1,1,2,8,15,-1,1,2,2,2
60000363-01,61,3,-1,2,2,1,2,2,2,2,1,5,-2,1,7,1,-2,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,-9,61,5,-9,62,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,-1,1,1,2,2,2
60000366-01,74,5,-1,2,2,2,2,1,2,2,1,5,-1,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,74,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,50,-1,1,2,2,2
60000367-01,69,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,2,2,1,69,8,2,61,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,30,-1,1,2,2,2
60000370-01,70,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,2,1967,2,2,2,2,2,1,24,2,2,2,2,1,2,2,2,2,2,2,2,2,2,32,1,-1,2,2,2,1,70,7,2,65,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,30,-1,1,2,2,2
60000371-02,62,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,62,2,2,55,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60000373-01,60,5,-1,2,2,2,2,1,2,2,1,5,-1,4,7,2,1985,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,60,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,15,-1,1,2,2,2
60000378-02,53,1,-1,1,2,2,2,2,2,2,1,5,-1,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,53,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,20,-1,1,2,2,2
60000379-01,65,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,65,6,2,63,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,10,-1,2,2,1,2
60000382-03,68,5,-1,2,2,2,2,1,2,2,1,3,3,1,4,1,-1,2,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,2,2,1,68,12,2,64,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,20,-1,1,2,2,2
60000383-01,35,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,35,11,1,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,8,15,-1,1,2,2,2
60000388-01,24,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,24,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,25,-1,1,2,2,2
60000390-01,53,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,53,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,20,-1,1,2,2,2
60000394-01,25,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,4,4,1,25,1,1,25,7,1,26,4,1,27,11,1,-9,-9,0,2,1,2,5,20,-1,1,2,2,2
60000395-01,47,3,-1,2,2,1,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,47,2,1,47,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,9,10,0,1,2,2,2
60000398-01,74,5,-1,2,2,2,2,1,2,2,1,3,3,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,74,4,2,70,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,30,-1,1,2,2,2
60000408-01,62,5,-1,2,2,2,2,1,2,2,1,5,-1,1,-9,-9,-6,-9,1,2,2,2,2,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,31,1,-1,2,2,2,1,62,1,2,55,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,20,-1,1,2,2,2
60000410-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,-9,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,73,2,2,52,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,30,-1,1,2,2,2
60000412-03,60,1,-1,1,2,2,2,2,2,2,1,5,-2,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,60,5,2,54,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,15,-1,1,2,2,2
60000423-01,30,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,4,2,2,1,30,2,2,31,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,5,-1,2,1,2,2,2
60000425-01,54,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,54,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,15,-1,1,2,2,2
60000428-01,75,1,-1,1,2,2,2,2,2,2,1,4,-1,1,7,2,1986,2,1,2,2,2,1,25,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,75,5,1,34,9,-9,80,10,-1,-1,-1,-1,-1,-1,-9,1,1,2,5,-1,1,1,2,2,2
60000435-02,62,6,-1,2,2,2,2,2,1,2,1,5,-2,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,62,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,30,-1,1,2,2,2
60000438-03,60,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,60,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,15,-1,1,2,2,2
60000444-01,86,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,86,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,-9,30,-1,1,2,2,2
60000448-01,65,5,-1,2,2,2,2,1,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,65,6,2,66,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,12,-1,1,2,2,2
60000451-01,50,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,50,2,2,55,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,8,15,-1,1,2,2,2
60000454-02,59,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,59,3,2,54,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,7,45,-1,1,2,2,2
60000459-01,69,-5,-1,2,1,2,2,1,2,2,2,3,1,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,69,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,-9,20,-1,1,2,2,2
60000460-01,55,1,-1,1,2,2,2,2,2,2,1,5,-2,6,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,55,4,2,42,11,2,-4,5,-1,-1,-1,-1,-1,-1,1,1,1,2,5,20,-1,1,2,2,2
60000464-01,67,3,-1,2,2,1,2,2,2,2,1,5,-2,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,67,7,1,69,1,2,92,11,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,-1,2,1,2,2,2
60000465-01,66,5,-1,2,2,2,2,1,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,66,2,2,72,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,-1,1,2,2,1,2
60000466-01,39,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,39,3,1,39,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,9,20,-1,1,2,2,2
60000470-03,32,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,32,8,1,30,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,10,-1,1,2,2,2
60000482-01,49,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,49,9,2,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,10,-1,1,2,2,2
60000484-03,63,1,-1,1,2,2,2,2,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,63,7,1,66,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,15,-1,1,2,2,2
60000485-01,76,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,76,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,-9,-9,1,2,2,2
60000486-01,42,3,-1,2,2,1,2,2,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,3,3,2,42,3,1,42,5,2,67,5,-1,-1,-1,-1,-1,-1,1,1,1,1,6,20,-1,1,2,2,2
60000488-02,-9,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,1,-1,1,2,2,1,2,2,22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,-9,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,-9,30,-1,1,2,2,2
60000489-01,86,5,-1,2,2,2,2,1,2,2,1,3,3,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,86,3,2,86,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,5,35,-1,1,2,2,2
60000490-01,28,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,1,-1,1,2,2,1,2,2,22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,28,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,6,20,-1,1,2,2,2
60000491-02,66,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,66,7,1,76,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,20,-1,1,2,2,2
60000492-01,65,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,65,8,1,62,9,2,59,8,-1,-1,-1,-1,-1,-1,0,2,2,2,-9,30,-1,1,2,2,2
60000493-03,56,1,-1,1,2,2,2,2,2,2,1,5,-2,2,7,1,-1,1,1,2,2,2,2,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,2,2,2,1,56,1,2,58,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-9,1,8,20,-1,1,2,2,2
60000494-01,76,5,-1,2,2,2,2,1,2,2,1,3,-9,1,3,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,76,8,2,73,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,5,25,-1,1,2,2,2
