PersonID,UseMenuCalorieInfo,Fruit,Vegetables,AlcoholConditions_Cancer,AlcoholConditions_HeartDisease,AlcoholConditions_Diabetes,AlcoholConditions_Cholesterol,AlcoholConditions_LiverDisease,AlcoholConditions_Overweight,AlcoholIncreaseCancer,AlcoholReduceHeart
60006824-02,5,6,2,3,3,3,3,1,3,4,4
60006843-02,4,4,4,3,3,3,3,1,3,2,2
60006844-01,3,3,3,1,3,1,3,1,1,1,4
60006848-01,3,3,4,3,3,1,1,1,1,3,1
60006849-01,4,3,3,2,1,1,3,1,1,4,4
60006850-03,3,3,3,1,1,3,2,1,1,2,2
60006851-01,4,1,3,-9,1,1,-9,1,1,3,3
60006852-01,3,4,4,3,1,3,3,1,1,2,3
60006858-03,3,1,2,-9,-9,-9,-9,1,-9,4,2
60006860-03,2,2,3,3,1,1,3,1,1,2,2
60006868-01,5,1,1,3,3,3,3,3,3,3,3
60006871-01,4,1,2,-9,-9,-9,-9,1,1,1,3
60006872-01,3,2,3,3,3,1,1,1,1,-9,2
60006873-01,4,4,5,2,1,1,2,1,1,2,3
60006876-03,3,0,2,3,3,3,3,3,3,3,2
60006878-01,2,0,0,1,1,3,3,1,1,1,2
60006882-01,4,1,2,3,3,3,3,3,3,3,3
60006884-01,4,4,4,3,1,3,3,1,3,4,4
60006885-02,3,2,4,-9,1,-9,-9,1,1,3,2
60006896-03,5,3,3,-9,1,1,1,1,-9,1,1
60006897-01,3,4,6,1,1,3,3,1,1,1,3
60006906-03,4,3,3,1,1,1,3,1,1,2,2
60006911-03,3,1,1,3,1,3,3,1,3,-9,-9
60006913-01,1,5,5,1,1,1,3,1,1,1,3
60006914-01,2,3,3,3,1,1,3,1,1,3,2
60006917-01,4,2,2,1,1,1,1,1,1,2,3
60006920-01,5,0,3,-9,1,-9,1,1,1,3,2
60006923-01,3,3,2,1,1,2,3,1,-9,2,1
60006924-01,3,3,4,2,1,2,2,1,1,3,4
60006932-02,3,2,0,1,2,2,2,-9,2,2,1
60006936-01,3,3,2,3,3,3,3,1,1,3,3
60006951-03,5,2,3,3,3,1,3,1,1,1,1
60006957-02,3,2,2,3,3,3,3,3,3,1,3
60006960-03,3,1,1,1,1,2,2,1,1,4,1
60006965-02,5,4,6,3,1,3,1,1,3,3,4
60006966-01,3,2,3,2,2,1,1,1,1,3,2
60006967-01,4,2,2,3,3,3,3,3,1,-9,2
60006989-02,3,4,4,3,1,3,1,1,1,1,1
60006991-01,3,3,4,2,2,1,2,1,1,3,1
60007000-02,1,4,4,2,1,2,2,1,1,3,1
60007003-01,5,2,6,1,1,1,2,1,1,1,1
60007014-01,1,1,3,3,2,2,3,1,2,2,4
60007016-01,3,1,0,1,1,3,3,1,2,2,2
60007021-03,5,3,3,1,1,1,1,1,1,1,4
60007024-01,-9,2,4,2,1,1,1,1,1,3,3
60007025-01,5,2,2,2,2,2,2,1,2,2,3
60007026-01,1,3,3,2,3,1,3,1,3,3,4
60007034-01,3,1,4,3,1,3,3,1,1,2,2
60007046-01,4,2,4,3,1,3,3,1,1,4,2
60007048-01,3,1,2,1,1,1,1,1,1,2,3
60007049-03,3,3,3,2,1,2,1,1,2,3,3
60007051-01,5,3,3,3,1,3,3,1,3,2,3
60007053-01,2,5,3,1,1,1,1,1,1,1,2
60007056-01,3,1,2,2,1,1,2,1,2,2,2
60007057-01,2,4,3,-9,1,1,1,1,-9,3,3
60007067-01,5,4,3,1,1,1,1,1,1,1,3
60007068-02,3,0,3,3,1,1,3,1,1,4,2
60007073-01,2,3,6,3,1,1,3,1,1,2,2
60007076-01,4,3,1,3,3,3,3,3,3,4,4
60007080-01,3,3,6,2,2,1,1,2,1,2,2
60007090-01,5,1,3,-9,-9,-9,-9,1,-9,2,2
60007092-01,4,3,4,3,3,3,3,3,3,3,2
60007104-01,3,2,4,3,3,1,2,1,1,3,1
60007114-02,3,2,2,3,3,1,1,-9,3,2,2
60007118-01,5,2,1,2,1,2,2,1,2,4,2
60007122-01,3,3,3,1,1,1,-9,1,1,1,2
60007123-01,4,1,2,1,1,3,1,1,1,1,2
60007126-01,5,1,2,1,-9,1,1,1,1,2,1
60007133-01,3,3,3,1,1,3,3,1,3,2,3
60007142-02,2,3,2,3,3,-9,3,1,3,3,3
60007145-01,2,3,5,1,1,1,1,1,1,1,3
60007152-01,1,0,1,3,-9,3,3,3,3,4,4
60007156-01,3,3,3,2,1,2,2,1,1,3,3
60007166-01,3,1,0,1,1,1,2,1,2,2,3
60007177-02,5,0,2,3,1,3,1,1,1,4,2
60007180-02,2,2,4,1,1,1,1,1,1,1,2
60007183-01,5,4,4,1,1,3,3,1,3,2,2
60007187-03,5,1,4,2,1,2,1,1,1,4,3
60007188-01,5,-5,-5,3,3,3,3,3,3,2,4
60007191-01,4,3,2,3,3,1,3,1,1,2,4
60007199-01,5,6,6,-9,-9,-9,-9,1,-9,-9,2
60007201-01,5,1,1,-9,-9,-9,-9,-9,-9,-9,-9
60007207-03,3,2,3,3,1,1,3,1,3,3,3
60007211-01,5,1,1,2,2,2,2,1,3,3,2
60007213-01,4,1,1,1,1,1,3,1,1,2,2
60007216-01,2,1,3,3,1,1,1,1,1,2,2
60007220-02,5,4,4,3,3,3,3,3,1,4,1
60007226-03,2,2,1,2,2,2,2,2,1,4,2
60007228-01,3,3,1,3,1,1,3,1,1,2,2
60007230-01,5,3,3,-9,-9,-9,-9,1,-9,2,3
60007231-01,2,4,4,2,2,2,2,1,1,4,2
60007233-01,4,4,3,1,2,2,2,1,1,2,2
60007239-02,3,3,2,2,2,1,1,1,1,3,3
60007242-01,4,4,3,3,1,1,3,1,1,3,3
60007245-01,4,2,2,3,1,1,3,1,1,2,3
60007246-01,5,4,3,2,2,2,2,2,-9,4,4
60007254-03,1,3,3,-9,-9,-9,-9,1,1,4,4
60007261-01,4,1,0,2,1,2,1,1,1,4,2
60007264-03,1,3,1,1,1,1,1,1,1,1,2
60007267-01,5,1,1,-9,1,-9,-9,1,-9,2,3
60007270-02,3,3,4,1,1,1,1,1,1,2,3
60007271-01,4,2,3,1,1,1,1,1,3,1,3
60007278-01,4,3,4,1,2,2,2,1,2,3,2
60007298-01,4,1,3,3,1,1,1,1,1,2,2
60007303-01,5,0,0,1,1,1,1,1,1,1,1
60007308-01,1,2,5,-9,1,1,1,1,1,2,1
60007310-01,5,1,1,2,1,2,2,1,1,3,2
60007312-01,3,1,1,2,1,1,1,1,1,3,4
60007315-01,1,2,2,-9,-9,-9,-9,1,1,3,1
60007319-01,1,2,2,3,3,3,3,1,3,3,3
60007324-02,4,6,3,-9,-9,-9,-9,-9,3,-9,4
60007325-02,3,3,4,3,3,3,3,3,3,-9,-9
60007340-01,3,1,3,1,1,1,2,1,1,2,2
60007341-01,3,3,4,1,1,1,-9,1,1,2,4
60007342-01,4,0,3,3,3,3,3,3,3,2,2
60007348-03,2,2,3,3,1,1,3,1,2,2,2
60007352-02,2,0,3,3,3,3,3,1,1,3,2
60007353-01,2,2,3,3,3,1,3,1,1,3,3
60007359-02,2,3,4,2,2,1,2,1,1,3,2
60007362-01,5,2,1,2,3,3,3,1,1,3,3
60007364-01,2,3,3,3,3,1,3,1,1,3,3
60007366-02,1,3,3,1,3,3,3,1,1,3,3
60007367-02,2,6,6,3,3,3,3,1,1,3,4
60007374-01,3,1,1,3,3,3,3,1,1,4,3
60007388-02,3,0,0,3,1,1,3,1,1,2,2
60007389-01,2,3,2,3,2,2,2,1,3,3,4
60007393-01,2,2,1,1,1,3,2,1,1,1,1
60007403-02,4,2,2,1,1,1,1,1,1,1,2
60007404-01,4,3,5,3,3,3,3,1,1,3,2
60007406-01,2,4,5,1,1,1,1,1,1,1,2
60007409-02,2,2,4,-9,-9,-9,-9,1,1,2,4
60007414-01,1,3,3,3,3,1,3,1,1,4,3
60007417-01,4,2,3,-9,-9,-9,-9,1,1,3,2
60007420-01,5,0,1,1,1,1,1,1,1,2,4
60007428-01,4,3,3,2,1,1,1,1,1,2,3
60007431-01,2,2,2,1,3,3,2,1,1,2,3
60007462-01,5,2,3,3,3,3,3,1,1,-9,4
60007467-03,3,2,2,1,1,3,3,1,1,2,2
60007474-02,4,3,3,1,1,1,1,1,1,1,3
60007476-01,5,3,4,1,1,1,1,1,1,2,2
60007487-03,1,3,4,1,1,3,3,1,1,2,2
60007493-01,1,2,1,1,1,-9,-9,1,-9,4,1
60007494-01,2,3,4,2,3,3,3,1,1,3,3
60007503-01,4,1,2,3,1,1,2,1,1,3,2
60007508-01,3,4,2,3,3,3,3,1,3,-9,-9
60007510-01,4,3,3,1,3,3,3,1,1,2,2
60007512-01,4,2,4,3,1,1,1,1,1,2,2
60007523-01,5,3,3,3,1,3,3,1,1,3,2
60007531-01,2,2,3,1,1,3,1,1,1,2,2
60007533-03,5,0,1,-9,-9,-9,-9,1,-9,4,4
60007544-01,3,3,4,2,2,2,2,2,2,1,1
60007548-02,3,2,2,3,1,3,3,1,3,2,3
60007552-01,4,4,3,3,3,3,3,1,3,3,3
60007557-01,2,0,0,3,3,3,3,1,1,3,2
60007561-01,4,5,3,1,1,1,3,1,1,2,2
60007564-01,3,0,0,2,-9,1,1,-9,-9,-9,-9
60007567-01,5,1,2,2,1,1,1,1,1,1,1
60007568-01,3,4,3,1,-9,-9,-9,1,1,1,4
60007580-01,2,2,2,2,1,1,1,1,1,3,2
60007581-01,1,4,3,1,1,1,-9,1,-9,1,4
60007587-01,3,1,3,3,1,1,3,1,1,2,2
60007589-01,4,0,1,3,1,1,2,1,1,3,3
60007590-01,3,2,2,3,1,1,3,1,1,2,2
60007592-03,3,2,2,3,1,3,3,1,3,2,3
60007600-01,5,1,2,-9,3,3,3,1,3,-9,-9
60007601-01,1,0,1,1,1,1,1,1,3,1,2
60007607-03,2,3,5,2,2,2,2,1,1,4,1
60007608-01,4,1,5,2,2,2,2,1,1,4,2
60007609-01,5,6,0,2,1,1,3,1,3,4,1
60007612-01,4,2,3,1,1,2,2,1,1,2,3
60007617-01,3,3,3,3,1,1,1,1,1,3,4
60007619-01,5,2,3,1,1,1,1,1,1,2,2
60007622-01,2,2,2,2,1,3,3,1,1,3,2
60007624-01,3,1,2,-9,-9,-9,-9,1,-9,4,1
60007625-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007637-01,5,1,0,3,3,3,3,3,3,3,3
60007640-01,-9,3,3,3,3,3,3,1,1,3,2
60007645-01,4,3,3,3,3,3,3,1,3,-9,3
60007656-03,5,3,4,3,1,3,3,1,2,3,2
60007669-01,3,2,3,1,1,1,1,1,1,2,2
60007677-01,4,2,1,-9,1,1,1,1,1,2,2
60007679-01,5,4,3,3,3,3,3,3,3,1,1
60007684-03,4,3,2,3,3,3,3,1,1,2,3
60007690-01,4,3,4,3,3,3,3,3,3,4,3
60007691-01,3,3,3,3,3,3,3,1,1,3,2
60007697-01,4,3,3,3,1,1,1,1,1,4,1
60007702-02,5,3,4,1,1,1,1,1,1,1,2
60007706-01,3,2,3,3,3,3,3,1,1,2,3
60007707-01,5,1,2,3,3,3,3,3,3,2,2
60007725-01,4,0,6,2,2,1,2,1,2,4,2
60007728-01,3,3,3,1,1,1,-9,1,1,1,4
60007730-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007741-01,2,3,4,3,1,1,3,1,1,2,2
60007742-02,3,3,3,1,1,1,3,1,1,2,2
60007743-03,5,2,1,-9,-9,-9,-9,1,1,1,1
60007752-01,2,4,3,2,2,2,2,2,2,3,2
60007754-01,5,3,4,2,3,2,3,1,2,2,2
60007755-01,4,3,1,1,1,1,1,1,1,1,4
60007756-01,3,2,2,1,1,-9,-9,1,-9,2,2
60007757-01,3,1,1,3,3,3,3,1,1,3,2
60007777-01,5,3,3,1,1,1,3,1,1,1,2
60007787-01,2,1,2,1,1,1,1,1,1,1,1
60007801-02,3,3,4,2,1,1,1,1,1,2,2
60007807-01,3,2,2,1,3,1,1,1,3,2,2
60007809-01,3,4,4,1,1,1,1,1,1,1,3
60007823-01,4,4,2,2,2,2,2,2,2,-9,-9
60007824-01,3,3,4,3,3,3,3,1,1,2,2
60007833-01,5,3,3,-9,-9,-9,-9,1,1,2,3
60007839-01,4,1,2,3,3,1,3,1,3,3,1
60007841-01,3,1,2,-9,1,-9,1,1,-9,-9,2
60007843-01,3,2,5,3,1,1,2,1,1,-9,3
60007845-02,5,2,3,3,3,3,1,1,1,3,2
60007848-01,4,3,3,-9,1,-9,-9,1,1,3,3
60007849-02,3,2,2,1,1,1,2,1,1,2,2
60007867-02,3,2,3,-9,-9,-9,-9,1,-9,4,4
60007868-01,4,2,3,3,3,3,3,1,2,4,2
60007875-01,3,3,3,1,1,3,3,1,3,2,3
60007878-01,5,3,2,3,1,1,1,1,1,3,2
60007879-01,1,3,-5,1,1,1,1,1,1,1,4
60007880-02,5,2,2,2,1,2,2,1,1,4,4
60007886-02,5,4,4,-9,-9,-9,-9,-9,-9,-9,-9
60007890-02,2,1,3,1,1,2,1,1,1,1,2
60007898-01,5,1,0,2,3,1,3,1,1,3,3
60007904-01,5,4,4,1,1,1,3,1,1,1,4
60007906-01,1,2,4,3,3,3,3,1,1,3,3
60007908-01,4,3,5,3,3,3,3,1,1,3,2
60007910-03,3,2,3,1,2,1,3,1,1,2,1
60007915-03,4,3,3,-9,-9,-9,-9,1,-9,2,2
60007919-01,2,6,6,2,2,2,1,1,2,2,4
60007921-03,5,3,5,3,3,3,3,3,3,3,3
60007924-03,3,3,4,3,1,3,1,1,3,2,2
60007926-02,4,2,4,1,1,1,1,1,1,1,4
60007933-01,4,4,2,1,1,1,1,1,1,2,4
60007939-01,2,2,2,3,1,1,3,1,1,2,1
60007942-01,2,2,4,1,1,1,1,1,1,2,2
60007945-03,2,4,6,1,1,1,1,1,1,2,4
60007948-02,2,3,3,3,3,3,3,1,3,3,2
60007952-01,3,3,2,1,1,1,2,1,2,2,1
60007959-02,5,2,3,-9,-9,-9,-9,1,-9,3,-9
60007963-01,3,6,6,-9,1,-9,-9,1,-9,3,2
60007974-01,5,2,3,3,3,3,3,3,1,3,3
60007978-01,4,2,2,2,2,-9,1,1,1,4,3
60007979-01,2,3,3,-9,-9,-9,-9,1,-9,2,3
60007982-01,2,2,4,3,3,3,3,1,1,4,2
60007984-02,5,3,0,2,2,2,-9,1,2,2,3
60007991-01,3,2,2,3,3,3,3,1,3,2,3
60007997-01,4,2,4,3,1,1,1,1,1,2,3
60007999-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60008003-01,3,2,3,1,1,1,1,1,1,4,1
60008020-01,3,5,3,1,1,1,1,1,1,2,3
60008022-01,5,1,1,3,1,1,3,1,1,2,3
60008023-02,1,3,3,-9,1,-9,-9,1,-9,4,4
60008029-01,3,2,2,1,1,1,-9,1,1,2,4
60008044-01,4,4,3,2,3,2,3,1,1,4,2
60008050-02,3,3,1,1,1,1,3,1,1,1,1
60008055-03,5,3,3,3,1,1,3,1,3,3,4
60008056-01,3,2,2,3,3,3,3,3,3,2,2
60008060-01,4,3,3,3,3,3,3,1,3,3,2
60008063-01,1,3,3,3,3,3,2,1,1,3,2
60008068-02,4,5,5,1,2,1,2,1,1,3,2
60008069-01,2,1,3,3,1,1,3,1,1,2,3
60008070-01,5,3,4,1,1,2,2,1,2,2,3
60008074-01,3,2,2,3,3,1,3,1,1,2,3
60008089-01,2,1,1,1,1,1,1,1,1,3,4
60008100-01,5,0,2,1,1,3,3,1,3,2,4
60008101-01,2,3,3,1,1,1,-9,1,1,2,3
60008110-01,3,2,1,-9,-9,-9,-9,-9,-9,-9,-9
60008118-02,2,4,5,3,1,1,3,1,1,3,4
60008123-01,5,3,2,3,1,1,2,1,3,2,3
60008124-01,3,2,4,3,-5,-9,-9,-5,-9,2,3
60008126-03,4,3,3,-9,-9,-9,-9,1,-9,2,4
60008132-02,2,0,0,3,3,3,3,3,3,4,4
60008135-01,1,2,3,-9,2,2,-9,-9,-9,4,4
60008142-01,5,0,0,3,3,3,3,1,3,4,4
60008151-01,5,2,1,3,3,3,3,1,1,3,3
60008155-02,2,2,3,3,1,1,1,1,2,2,4
60008161-01,2,5,5,3,1,1,1,1,1,2,2
60008163-01,5,6,4,3,-9,1,3,1,1,3,2
60008169-02,5,0,1,3,3,3,3,3,3,-9,-9
60008171-01,5,2,2,1,1,1,1,1,1,2,3
60008177-01,3,3,3,1,1,1,1,1,1,1,1
60008178-01,1,2,3,1,2,1,2,1,1,2,2
60008179-01,5,2,3,1,1,1,1,1,1,2,2
60008180-01,3,3,3,2,2,2,2,1,2,3,2
60008183-01,3,3,3,2,1,1,1,1,1,2,2
60008184-02,5,2,4,1,2,2,3,1,2,2,2
60008194-01,4,3,1,1,2,1,2,1,1,3,2
60008197-01,4,4,2,3,3,1,1,1,1,1,4
60008201-01,2,3,4,2,1,1,2,1,1,3,4
60008205-02,5,3,1,1,3,3,3,1,3,2,2
60008209-02,2,2,3,3,2,1,3,1,1,2,2
60008210-02,3,3,4,-9,-9,-9,-9,1,-9,4,2
60008213-02,4,0,0,2,2,2,2,2,2,4,2
60008224-01,3,3,2,3,3,3,3,1,3,4,4
60008226-01,5,3,4,3,3,3,3,3,3,1,4
60008229-03,3,3,2,1,1,1,1,1,1,2,2
60008234-02,4,1,2,3,1,1,1,1,1,2,2
60008239-02,5,4,3,1,1,1,1,1,1,1,2
60008250-02,3,0,0,2,1,1,3,1,1,2,3
60008257-01,5,3,4,3,1,1,1,1,1,3,2
60008261-01,2,2,3,1,1,1,1,1,1,2,2
60008262-01,3,1,1,3,3,3,3,3,3,2,2
60008271-01,2,1,2,2,1,2,2,1,2,3,2
60008284-01,5,3,3,1,1,1,1,1,1,1,1
60008286-01,3,5,6,1,1,1,1,1,2,1,1
60008294-01,1,5,5,1,1,3,1,1,1,1,4
60008295-01,4,3,2,2,1,2,1,1,3,3,1
60008299-01,5,2,3,1,1,1,1,1,1,1,2
60008307-01,5,3,1,2,2,1,2,1,2,3,1
60008313-02,3,3,4,1,1,1,1,1,1,1,4
60008321-01,4,3,1,-9,-9,-9,-9,-9,-9,-9,-9
60008333-01,5,2,2,3,3,3,3,1,3,2,3
60008340-02,3,2,3,1,1,2,3,1,3,2,3
60008344-01,5,5,4,1,1,1,1,1,1,1,2
60008351-01,3,0,3,2,2,2,2,1,1,4,4
60008357-02,5,1,1,3,3,3,3,1,3,3,2
60008360-02,2,3,3,2,1,1,1,1,1,3,3
60008369-01,1,3,5,1,1,2,1,1,1,2,2
60008374-01,2,2,3,1,1,1,1,1,1,1,2
60008375-01,3,3,4,1,1,2,1,1,1,2,4
60008379-02,3,3,2,2,1,1,1,1,1,3,2
60008382-01,2,3,4,-9,1,1,-9,1,1,1,4
60008385-02,5,3,3,3,3,3,3,1,3,3,3
60008391-01,4,2,3,3,1,1,3,1,1,2,2
60008393-01,3,1,2,1,1,1,1,1,2,3,3
60008395-01,5,2,3,1,1,1,1,1,1,1,4
60008399-01,3,1,2,3,3,1,3,1,1,3,2
60008404-01,5,0,1,2,1,1,2,1,1,4,2
60008409-02,2,6,5,3,3,3,3,1,3,3,2
60008413-03,3,5,6,1,1,1,1,1,1,1,2
60008414-02,2,3,4,1,1,1,1,1,1,2,2
60008416-01,4,4,4,-9,-9,-9,-9,1,-9,3,2
60008418-01,4,2,2,2,2,2,2,2,2,2,2
60008421-01,5,1,1,-9,-9,3,-9,-9,-9,2,-9
60008448-01,2,3,3,3,1,1,1,1,1,4,4
60008453-02,1,2,4,2,2,2,2,1,1,2,3
60008460-01,4,1,1,3,3,3,3,-5,3,3,3
60008461-01,2,2,2,3,3,3,3,1,1,3,3
60008465-01,4,2,2,2,1,2,1,1,1,3,4
60008466-01,5,0,0,1,3,3,3,1,3,2,2
60008469-02,3,3,4,3,3,3,3,1,1,4,1
60008472-02,5,0,0,3,1,1,3,1,3,2,1
60008478-01,5,2,5,2,1,1,2,1,1,4,2
60008483-03,5,0,0,-9,-9,-9,-9,-9,-9,-9,-9
60008491-03,5,3,2,1,1,1,1,1,1,1,2
60008498-03,3,2,3,3,1,1,1,1,1,2,3
60008503-02,5,0,2,1,2,1,1,1,1,3,3
60008507-03,2,2,4,-9,1,1,-9,1,1,3,3
60008510-02,5,3,3,3,1,3,3,1,3,3,4
60008515-01,5,2,1,2,1,1,1,1,1,3,2
60008517-01,4,3,3,2,2,2,1,1,1,3,2
60008519-01,4,4,2,3,3,3,3,3,3,4,4
60008523-02,3,1,3,3,1,1,1,1,1,3,2
60008526-01,5,2,2,3,1,3,3,1,3,2,2
60008529-01,5,0,1,3,3,3,1,3,1,3,2
60008530-01,3,3,3,3,3,3,3,1,1,4,3
60008534-01,3,1,0,3,1,3,3,1,1,4,4
60008541-01,5,0,0,1,1,1,3,1,1,1,4
60008552-01,2,3,3,-9,1,1,-9,1,1,2,1
60008561-02,3,4,3,3,1,1,2,1,1,3,3
60008563-01,5,3,3,3,3,3,3,3,3,1,1
60008566-02,5,0,3,2,2,2,2,2,2,-9,-9
60008571-01,4,2,2,3,1,1,3,1,1,2,2
60008580-02,3,3,2,-9,-9,-9,-9,-9,-9,-9,-9
60008582-01,2,3,1,2,3,3,3,1,1,4,1
60008590-01,3,3,4,3,3,3,3,3,3,3,3
60008592-02,4,4,4,1,2,2,2,1,1,1,2
60008598-01,3,3,3,3,3,3,3,1,3,2,2
60008600-01,1,2,3,1,1,1,1,1,1,1,3
60008601-03,2,5,4,1,1,1,1,1,1,1,4
60008605-01,2,3,3,1,1,1,3,1,1,1,2
60008611-03,5,4,5,3,3,3,3,1,1,2,2
60008617-01,4,3,4,3,1,1,1,1,1,3,3
60008629-01,2,3,4,1,1,2,2,1,1,2,1
60008634-01,3,3,1,1,1,1,1,1,1,2,2
60008636-02,4,3,2,1,3,3,3,1,1,1,3
60008637-01,5,3,3,1,1,1,1,1,1,1,3
60008638-01,2,3,2,-5,1,1,1,1,3,2,4
60008648-02,3,5,1,2,3,3,3,1,1,3,2
60008650-02,1,3,3,1,1,1,1,1,1,1,2
60008658-01,4,4,3,1,1,2,2,1,2,1,3
60008666-01,2,4,4,2,2,2,2,1,2,4,1
60008684-01,3,3,3,3,3,3,3,1,1,3,1
60008688-01,5,2,4,-9,1,-9,-9,1,-9,3,3
60008690-01,5,3,3,1,3,3,3,1,2,2,2
60008693-01,4,2,2,1,1,1,1,1,1,1,2
60008698-01,4,3,2,1,3,3,2,1,-9,2,2
60008699-03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60008701-02,2,3,3,1,1,1,1,1,1,1,4
60008702-01,3,3,3,2,3,3,3,1,1,4,2
60008704-01,5,6,6,3,1,1,1,1,1,4,2
60008709-01,1,2,2,3,1,3,1,1,1,2,1
60008715-01,3,3,2,2,2,2,2,2,2,4,4
60008720-01,3,2,5,1,1,1,3,1,1,1,3
60008730-01,5,1,2,1,3,3,3,1,1,3,4
60008731-01,5,1,0,1,1,1,1,1,1,2,3
60008742-01,3,3,3,-9,-9,-9,-9,-9,-9,-9,-9
60008748-01,2,4,2,3,3,1,3,1,1,2,2
60008749-03,5,2,2,2,1,2,2,1,1,3,2
60008751-03,3,3,2,2,2,2,2,2,2,4,4
60008756-01,2,-9,1,1,1,1,1,1,1,1,1
60008757-01,5,5,3,3,3,3,1,1,1,3,3
60008759-01,3,1,1,3,3,3,1,1,1,3,2
60008762-02,4,3,2,3,3,3,3,1,3,2,4
60008772-03,2,2,3,1,1,1,1,1,1,2,2
60008773-01,3,2,3,2,2,2,2,1,1,3,2
60008774-02,5,3,3,-9,-9,-9,-9,1,-9,4,1
60008775-01,2,1,2,1,1,1,2,1,1,1,2
60008784-01,3,0,1,2,2,1,2,1,1,4,2
60008785-01,5,1,3,1,1,1,1,1,1,1,3
60008787-01,5,1,3,2,2,2,2,1,3,4,1
60008789-01,2,3,3,3,3,3,3,1,1,3,2
60008796-01,2,3,3,2,2,2,2,2,2,1,1
60008800-01,4,0,1,3,1,1,1,1,1,3,3
60008803-02,4,1,2,2,2,2,2,1,1,3,3
60008806-01,4,4,4,3,3,3,3,1,1,2,2
60008816-01,2,3,3,3,3,3,3,1,3,3,2
60008821-02,4,3,1,3,3,1,3,1,3,4,3
60008822-02,5,2,2,-9,-9,-9,-9,1,-9,-9,-9
60008824-01,2,3,4,2,1,1,2,1,3,3,2
60008825-01,5,2,5,3,3,3,3,3,3,3,2
60008826-01,5,1,1,3,3,3,1,1,1,4,3
60008830-03,3,2,1,3,3,1,3,1,-9,2,2
60008834-01,4,0,0,3,3,3,3,1,3,3,3
60008837-01,5,2,2,1,1,1,2,1,1,2,2
60008838-01,2,0,3,1,1,1,3,1,1,2,2
60008846-01,5,4,2,1,1,1,1,1,1,3,3
60008856-02,5,1,0,1,2,2,1,1,2,2,4
60008866-01,3,5,5,1,1,1,1,1,1,2,3
60008868-03,3,1,2,2,1,3,3,1,3,2,2
60008871-03,5,0,2,-9,-9,-9,-9,1,1,3,4
60008876-01,5,2,1,1,1,1,1,1,1,2,4
60008877-01,4,1,1,-9,-9,-9,-9,-9,-9,2,2
60008881-03,1,3,3,1,1,1,1,1,1,2,3
60008883-01,5,1,2,3,1,3,3,1,1,-9,-9
60008890-02,2,2,4,3,1,1,1,1,1,2,2
60008895-01,3,2,1,-9,-9,-9,-9,1,-9,2,2
60008899-01,3,0,2,1,1,1,1,1,1,1,2
60008901-01,4,2,1,-9,1,1,1,1,1,3,3
60008905-03,4,1,2,2,3,3,3,1,1,2,2
60008906-01,3,2,3,3,3,3,-9,1,3,2,2
60008916-01,3,3,4,2,1,2,2,1,1,3,2
60008919-01,5,2,2,3,3,3,3,1,1,3,3
60008924-01,5,1,3,1,1,1,1,1,1,1,3
60008929-01,2,4,3,1,1,1,1,1,1,1,2
60008931-01,3,2,3,2,2,1,3,1,1,4,1
60008938-03,5,1,1,2,2,1,1,1,1,4,2
60008942-01,5,2,3,1,3,1,3,1,1,2,3
60008943-01,2,4,0,3,1,1,1,1,1,4,4
60008947-01,2,4,4,1,1,1,1,1,1,1,2
60008954-01,3,2,2,3,1,1,1,1,1,3,3
60008959-02,5,2,3,2,1,2,2,1,2,3,4
60008964-01,5,1,4,1,1,3,3,1,1,1,3
60008974-01,4,1,1,3,1,1,3,3,1,3,3
60008978-02,4,2,1,3,3,3,3,1,3,3,2
60008986-01,4,1,1,1,1,1,1,1,1,1,2
60008988-01,4,2,1,3,2,3,3,3,3,3,1
60008992-01,4,2,3,3,3,3,3,3,3,2,2
60009004-01,3,3,4,3,3,1,3,1,1,3,3
60009012-01,5,2,3,3,1,1,1,1,1,1,2
60009042-01,4,1,1,1,1,1,1,1,1,1,4
60009043-01,5,1,3,2,1,2,1,1,1,4,4
60009046-01,5,3,2,2,2,2,2,2,2,3,3
60009050-01,4,3,1,3,3,1,3,1,1,-9,1
60009064-02,2,4,4,3,3,1,3,1,1,2,2
60009065-02,3,3,3,3,3,3,3,1,3,3,3
60009074-02,5,0,3,2,2,2,2,1,2,4,4
60009079-01,3,0,0,3,3,3,3,1,3,4,3
60009080-01,3,6,4,3,3,3,3,1,3,3,2
60009082-02,5,3,1,3,1,3,3,1,1,3,2
60009089-01,5,0,1,-9,-9,-9,-9,1,-9,1,4
60009096-03,5,0,2,2,1,1,1,1,3,4,4
60009099-02,3,1,1,1,1,3,3,1,1,1,4
60009100-01,5,2,3,1,1,1,1,1,1,1,4
60009109-01,2,1,2,3,3,3,3,1,2,4,2
60009114-01,2,3,3,2,1,2,2,1,2,3,2
60009123-01,3,3,4,2,2,2,2,1,1,3,2
60009124-01,2,3,1,3,3,3,3,1,1,2,2
60009125-01,5,1,2,2,1,3,3,1,3,4,4
60009131-01,1,3,3,1,1,1,1,1,1,2,3
60009132-01,4,3,2,1,1,1,1,1,1,2,3
60009136-02,4,1,4,1,1,1,1,1,1,1,1
