PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60000791-01,1,7,1,3,4,4,2,2,1,3,3,4,2,2,1,3,4,6,-1,2,2
60000792-01,1,7,1,1,2,1,3,4,2,3,4,4,2,4,3,3,4,7,-1,2,2
60000795-01,1,7,3,3,3,3,3,3,2,2,3,3,2,2,2,2,1,7,-1,1,2
60000797-02,1,7,3,2,3,3,4,1,1,2,3,3,2,3,3,2,2,6,-1,2,2
60000800-02,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,4,3,4,4,4,4,-1,2,2
60000801-01,1,7,3,2,2,3,3,3,1,3,4,4,2,3,2,2,4,7,-1,2,2
60000802-01,1,7,1,2,4,2,3,2,1,2,3,3,2,3,1,1,3,7,-1,1,2
60000804-01,1,7,2,3,2,1,2,1,1,3,2,3,3,3,1,2,4,6,-1,2,2
60000806-01,1,7,3,3,4,2,3,2,1,2,3,4,1,3,2,2,4,7,-1,1,2
60000807-02,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,-5,-1,2,2
60000809-02,1,7,2,4,-9,4,4,1,1,2,2,2,1,2,2,2,2,6,-1,1,2
60000820-03,1,7,2,2,3,1,3,3,2,3,4,4,2,4,3,3,4,12,-1,1,2
60000826-02,1,7,1,2,2,2,2,1,1,1,3,4,3,3,1,2,4,7,-1,1,2
60000831-01,1,6,3,2,3,1,2,3,1,2,2,2,2,2,1,3,4,6,-1,1,2
60000838-01,1,7,1,4,3,3,3,1,2,3,3,3,2,3,3,3,3,6,-1,1,2
60000841-01,1,1,3,3,3,2,3,2,3,3,2,4,1,3,2,3,2,7,-1,2,2
60000842-03,2,-1,-1,-1,-1,-1,-1,2,1,2,2,3,2,2,3,3,3,6,-1,2,2
60000843-01,1,6,3,4,4,2,4,2,1,2,2,3,3,3,4,3,2,6,-1,1,2
60000845-02,1,7,3,2,2,2,2,3,1,1,2,2,1,3,2,2,2,7,-1,1,2
60000851-01,1,7,1,4,4,3,4,1,1,2,2,4,2,4,1,3,4,7,-1,1,2
60000853-01,1,10,1,4,4,3,4,2,1,2,1,1,2,2,1,2,2,6,-1,1,1
60000856-02,1,7,2,3,4,2,4,2,2,4,3,4,2,4,1,3,3,6,-1,1,2
60000860-01,1,7,2,4,4,4,4,2,2,3,2,2,2,2,2,2,2,7,-1,2,2
60000861-01,1,7,1,1,2,1,1,3,1,2,-9,3,3,2,2,3,3,5,-1,2,2
60000862-01,1,7,3,3,3,2,4,1,1,2,2,3,1,2,1,2,4,7,-1,1,1
60000863-01,1,7,1,3,3,3,3,3,1,3,2,4,1,2,2,3,3,6,-1,1,2
60000866-01,1,4,2,1,2,2,2,3,1,2,3,3,2,3,1,2,4,6,-1,2,2
60000868-02,1,7,3,4,4,4,4,1,1,-9,4,4,1,4,4,4,1,6,-2,1,2
60000869-01,1,7,1,4,4,2,3,3,2,4,4,4,2,4,4,4,4,6,-1,2,2
60000872-01,1,7,2,1,1,2,2,2,1,2,2,3,3,3,2,2,3,6,-1,2,2
60000879-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60000880-01,1,7,1,3,4,3,4,1,1,2,1,2,1,2,2,2,4,7,-1,1,2
60000883-01,1,7,3,3,3,2,3,2,1,2,3,3,2,3,3,3,2,6,-1,2,2
60000884-01,1,-5,1,3,1,1,1,3,1,1,3,3,2,2,3,3,3,4,-1,1,2
60000893-01,1,7,1,3,4,3,4,1,2,3,3,4,2,3,1,3,4,7,-1,2,2
60000899-01,2,-1,-1,-1,-1,-1,-1,2,2,2,4,4,2,4,2,2,1,4,-1,2,2
60000902-03,1,7,2,4,4,4,4,1,1,2,2,3,1,2,2,3,3,7,-1,1,2
60000909-01,1,-5,1,3,3,3,3,2,1,1,2,2,3,3,2,2,2,6,-1,2,2
60000921-01,1,-5,3,2,2,1,3,2,1,3,3,3,2,2,1,1,2,-5,-1,1,2
60000922-01,1,6,1,-9,-9,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,-9
60000923-01,1,-5,3,3,4,3,3,3,2,3,4,2,3,3,3,4,1,6,-1,1,2
60000930-01,1,7,2,4,4,3,3,1,1,3,4,4,1,3,2,3,4,7,-1,1,2
60000933-02,1,7,3,2,3,1,3,3,2,2,2,2,2,2,4,2,2,-5,-1,1,2
60000943-03,2,-1,-1,-1,-1,-1,-1,1,1,3,4,4,4,4,3,3,4,6,-1,2,2
60000944-01,1,-5,2,3,3,2,2,3,2,3,3,3,3,3,2,3,3,7,-1,1,1
60000946-01,1,7,1,3,4,4,4,2,1,2,2,3,1,2,1,2,2,7,-1,1,2
60000951-01,1,7,2,2,3,2,3,3,2,3,4,4,2,4,4,4,4,4,-1,2,2
60000953-01,1,7,1,4,4,2,4,2,1,2,3,3,3,3,2,3,3,7,-1,1,2
60000959-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,2,2,2,6,-1,2,2
60000960-01,1,6,1,1,1,3,3,3,4,4,2,4,3,4,3,3,4,7,-1,2,2
60000961-01,1,2,1,1,1,3,1,2,1,2,3,3,2,3,2,2,3,6,-1,2,2
60000962-01,2,-2,-2,-1,-1,-1,-1,1,4,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60000964-01,2,-1,-1,-1,-1,-1,-1,4,2,4,4,4,4,3,3,4,4,6,-1,2,2
60000965-02,1,6,3,4,4,4,4,1,1,3,3,4,3,3,2,2,3,6,-1,1,1
60000968-01,1,7,1,4,4,4,4,2,1,3,4,4,2,2,1,3,2,7,-1,1,1
60000970-01,1,7,2,1,1,1,1,4,1,3,3,3,2,3,1,1,2,6,-1,1,1
60000971-01,1,1,1,-9,-9,-9,-9,2,1,2,2,3,4,2,2,4,3,6,-1,2,2
60000973-03,1,7,3,3,3,3,3,1,1,3,3,3,2,3,1,2,3,6,-1,1,2
60000976-02,1,7,2,3,3,3,4,1,1,2,2,2,2,3,1,2,2,7,-1,1,2
60000977-02,1,6,3,2,3,3,3,2,1,3,2,-9,3,2,2,2,4,6,-1,1,1
60000979-01,1,-5,1,4,4,2,4,2,1,3,2,4,-9,3,2,4,4,6,-1,2,2
60000980-01,1,7,3,3,2,2,3,2,1,2,2,3,2,3,2,3,1,7,-1,1,2
60000981-01,1,2,1,4,4,4,4,2,3,1,2,3,3,2,3,3,3,4,-1,1,2
60000987-01,2,-1,-1,-1,-1,-1,-1,3,2,3,3,3,3,3,2,3,3,7,-1,1,1
60000988-01,2,-1,-1,-1,-1,-1,-1,2,1,1,4,4,4,4,1,4,2,6,-1,2,2
60000990-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60000993-01,1,7,1,4,3,3,3,2,1,3,3,3,1,3,1,3,4,7,-1,1,2
60000995-01,1,7,1,3,3,4,3,2,1,3,3,3,2,4,2,3,4,-5,-1,2,2
60000997-02,1,7,1,2,2,2,3,3,2,3,3,4,3,4,2,3,4,6,-1,2,2
60001000-01,1,7,1,3,3,3,3,4,1,3,3,3,2,3,1,2,3,7,-1,1,1
60001004-02,1,7,1,2,3,2,3,1,2,3,3,3,2,3,2,3,3,5,-1,1,1
60001007-01,1,7,-9,2,2,2,2,2,1,2,4,4,2,4,4,3,4,7,-1,1,2
60001008-01,1,7,1,4,4,3,4,1,1,2,3,3,2,3,2,3,3,-5,-1,1,1
60001012-02,1,7,1,4,4,1,4,1,1,3,2,2,2,2,2,2,3,6,-1,1,2
60001013-01,1,7,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,7,-1,2,2
60001015-01,1,7,1,3,2,2,3,4,1,3,3,3,2,3,2,3,3,7,-1,1,1
60001017-01,1,7,1,4,4,3,2,2,1,2,2,2,2,2,2,2,2,6,-1,1,1
60001019-01,1,6,1,3,2,4,3,2,1,4,4,4,2,4,2,4,4,7,-1,2,2
60001021-01,1,2,1,3,3,3,4,2,1,1,4,4,3,4,2,2,2,6,-1,1,2
60001026-01,1,7,1,2,3,2,4,2,2,1,3,4,2,4,2,4,3,6,-1,1,2
60001031-02,2,-1,-1,-1,-1,-1,-1,1,1,2,3,4,3,4,3,3,4,6,-1,2,2
60001032-01,1,6,2,3,3,4,4,2,1,3,3,3,2,3,1,1,1,7,-1,1,2
60001033-01,1,9,1,3,3,3,3,2,1,2,2,4,4,3,2,2,2,10,-1,1,2
60001037-01,1,7,1,3,4,3,3,2,1,3,3,3,2,2,2,3,2,7,-1,2,2
60001040-02,1,2,1,4,4,2,3,4,2,3,3,4,3,-9,2,-9,-9,6,-1,1,2
60001045-01,1,7,1,3,2,2,3,3,1,3,2,3,3,3,2,2,3,6,-1,1,2
60001046-01,1,7,1,3,3,3,3,3,1,1,2,3,1,2,1,3,4,7,-1,1,1
60001047-01,1,-5,2,3,3,2,2,3,2,3,3,2,3,3,2,4,3,-5,-1,1,1
60001050-01,1,7,2,2,1,2,3,3,1,2,3,4,3,4,2,2,3,6,-1,1,2
60001051-01,1,7,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60001055-02,1,6,2,2,2,3,3,2,1,3,3,3,3,3,1,3,3,6,-1,2,2
60001059-01,1,7,3,4,4,3,4,2,1,2,2,3,1,3,1,2,2,7,-1,1,2
60001060-01,1,7,1,4,4,4,4,2,1,2,2,2,2,2,2,2,3,7,-1,1,2
60001063-01,1,7,3,2,2,2,2,3,2,3,3,3,3,4,3,4,3,7,-1,1,2
60001064-01,1,6,1,2,3,3,2,2,2,2,3,4,3,3,4,4,2,6,-1,2,2
60001066-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60001071-01,1,7,1,2,3,3,2,3,1,2,2,2,2,2,2,2,2,6,-1,2,2
60001073-03,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,3,2,2,2,6,-1,2,2
60001074-01,1,7,2,4,2,4,4,2,2,2,3,3,2,3,4,2,4,7,-1,1,2
60001081-01,1,7,1,1,1,1,2,5,2,2,1,4,2,4,2,2,4,7,-1,2,2
60001082-01,1,7,2,3,3,2,3,2,1,3,2,4,1,3,1,2,4,7,-1,1,2
60001086-01,1,-5,1,4,4,2,4,2,1,2,1,4,2,2,2,3,3,7,-1,1,2
60001089-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60001090-02,2,-1,-1,-1,-1,-1,-1,1,1,1,4,4,4,4,4,4,4,-5,-1,2,2
60001095-02,1,6,1,4,4,3,4,1,1,3,3,3,2,3,2,2,2,6,-1,1,2
60001101-02,1,7,1,3,2,2,2,4,1,4,3,3,2,3,1,2,4,6,-1,1,2
60001106-01,1,7,1,3,2,1,3,1,1,2,3,4,2,4,2,3,4,6,-1,1,1
60001107-01,1,6,1,4,4,4,4,2,1,2,2,3,3,3,1,2,3,6,-1,2,2
60001109-01,1,7,2,4,4,4,4,1,1,2,2,3,1,4,1,4,4,7,-1,1,2
60001111-02,2,-1,-1,-1,-1,-1,-1,4,3,3,4,4,4,4,3,4,4,6,-1,-9,2
60001115-01,2,-1,-1,-1,-1,-1,-1,3,1,2,2,2,2,2,1,2,2,6,-1,2,2
60001118-02,1,7,1,3,3,3,3,3,2,-9,3,3,3,3,3,3,3,7,-1,1,1
60001120-01,1,7,2,3,4,4,4,2,1,2,2,3,2,3,3,3,2,6,-1,1,2
60001124-01,1,7,1,1,2,1,2,3,2,3,3,3,2,3,2,2,4,7,-1,2,2
60001125-01,2,-1,-1,-1,-1,-1,-1,2,1,2,4,4,4,4,1,4,4,6,-1,1,2
60001128-02,1,4,1,1,1,2,3,3,1,2,3,4,-9,2,3,3,4,4,-1,2,2
60001131-01,1,7,1,4,4,4,4,1,1,3,3,2,1,2,2,3,4,7,-1,2,2
60001136-01,1,7,1,2,2,3,3,3,1,2,3,3,2,3,3,4,4,6,-1,1,2
60001145-01,2,-1,-2,-2,-2,-2,-2,1,1,2,2,2,2,1,1,2,2,6,-1,1,2
60001146-01,1,7,1,3,2,2,3,2,1,2,2,2,2,3,2,2,3,6,-1,1,2
60001147-02,2,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,3,2,2,4,-5,-1,-9,2
60001148-02,2,-1,-1,-1,-1,-1,-1,1,1,1,3,3,2,4,1,2,3,4,-1,2,2
60001149-01,1,7,1,1,1,3,3,2,1,2,2,2,1,2,1,1,2,7,-1,1,2
60001157-01,1,-5,1,2,2,1,3,3,1,2,3,3,2,2,2,3,4,6,-1,1,1
60001159-01,1,1,3,3,2,1,1,1,1,2,2,3,3,3,1,3,3,6,-1,1,2
60001160-01,1,7,1,4,1,1,2,5,1,1,3,3,3,3,1,2,2,4,-1,1,2
60001163-03,1,-5,3,4,4,4,4,3,1,1,2,4,2,2,1,2,2,6,-1,2,2
60001166-01,1,-5,1,3,4,2,3,3,2,2,2,3,3,3,3,2,3,-5,-1,2,2
60001167-03,1,-5,2,2,2,2,3,3,1,3,4,4,3,4,3,3,3,4,-1,2,2
60001172-02,1,7,3,4,4,4,4,2,2,3,3,4,1,3,3,3,3,7,-1,1,2
60001174-01,1,7,1,3,3,2,3,2,2,3,2,2,2,3,1,2,3,6,-1,1,2
60001177-01,1,7,2,3,3,2,3,3,1,2,2,3,2,3,1,2,4,4,-1,1,1
60001187-01,1,7,1,4,4,2,4,3,1,3,4,4,3,4,1,4,4,6,-1,2,2
60001189-01,1,7,1,3,2,3,3,2,1,2,3,3,1,3,2,3,4,7,-1,2,2
60001194-02,1,6,2,2,2,3,2,3,1,1,1,1,2,2,1,2,2,6,-1,1,2
60001195-02,1,7,1,4,4,2,4,1,1,2,2,4,2,2,1,2,4,6,-1,2,2
60001199-01,1,7,1,1,2,4,4,2,1,2,4,4,1,4,2,4,4,6,-1,2,2
60001200-01,1,7,2,4,4,4,4,1,1,3,2,2,2,2,1,2,2,7,-1,1,2
60001202-01,1,7,2,3,3,2,3,1,1,2,4,4,3,4,2,3,4,7,-1,1,2
60001213-01,1,7,2,4,4,4,4,2,1,3,2,4,1,2,1,2,4,6,-1,1,1
60001218-01,1,7,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,6,-1,1,1
60001219-01,1,7,1,4,4,1,4,1,2,3,4,4,4,4,4,4,4,6,-1,1,1
60001222-01,1,6,2,4,4,4,3,2,1,3,3,3,3,4,3,3,2,6,-1,1,1
60001224-01,1,7,2,3,2,1,1,2,1,2,3,3,2,3,2,4,4,6,-1,1,2
60001225-01,1,4,1,3,3,3,4,2,3,2,2,3,2,3,3,3,2,4,-1,1,2
60001227-01,1,6,1,2,2,2,2,2,1,2,2,2,3,3,1,1,1,6,-1,2,2
60001228-01,1,7,3,-9,1,1,1,2,1,3,4,4,1,4,1,3,3,7,-1,2,2
60001235-03,1,7,2,4,4,4,4,2,1,2,2,3,2,3,2,3,3,6,-1,1,2
60001239-01,1,7,2,3,3,3,3,1,2,3,3,4,2,4,2,2,3,7,-1,1,2
60001242-03,1,6,3,2,3,3,3,2,1,2,2,2,2,2,2,2,2,7,-1,1,2
60001244-02,1,-5,2,3,3,2,3,1,2,2,4,-5,2,4,3,2,3,6,-1,1,2
60001245-02,1,6,1,4,4,4,3,2,1,2,2,3,3,3,3,2,2,6,-1,1,2
60001248-01,1,7,1,3,2,2,3,3,1,1,3,4,1,4,3,4,4,7,-1,1,2
60001250-01,2,-1,-1,-1,-1,-1,-1,2,1,3,2,2,-9,2,2,3,3,8,-1,2,2
60001251-03,1,-5,3,2,2,2,3,3,1,2,2,3,2,2,3,3,2,-9,-6,1,2
60001253-01,1,7,1,3,3,3,3,2,1,2,2,2,2,2,1,2,4,7,-1,1,2
60001256-01,1,7,2,3,3,2,3,2,2,3,2,2,3,2,2,2,3,6,-1,1,2
60001257-02,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,4,3,3,3,4,6,-1,2,2
60001264-01,2,-1,-1,-1,-1,-1,-1,1,1,1,3,3,3,3,2,2,3,6,-1,2,2
60001265-01,1,-5,1,3,2,3,2,2,1,2,2,3,2,2,1,2,3,6,-1,1,1
60001269-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60001274-01,2,-1,-1,-1,-1,-1,-1,1,2,2,2,2,4,2,2,2,2,6,-1,2,2
60001276-01,1,7,2,4,3,3,3,3,1,2,3,2,2,3,1,3,3,7,-1,1,2
60001278-01,1,6,1,1,2,2,3,3,2,3,4,4,2,4,2,3,3,7,-1,1,2
60001279-01,1,6,3,3,3,4,2,4,4,3,2,4,3,4,3,3,3,4,-1,2,2
60001283-02,1,-5,3,2,3,2,3,3,2,2,2,2,2,2,2,2,4,6,-1,1,2
60001287-02,1,-5,2,2,3,3,3,3,4,4,-9,-9,-9,-9,-9,-9,4,6,-1,2,2
60001289-01,1,7,2,4,4,3,4,2,1,3,2,2,2,3,1,2,4,7,-1,2,2
60001293-01,1,7,3,3,2,2,3,2,1,1,2,4,2,4,4,3,4,7,-1,1,2
60001294-01,1,7,1,3,3,2,2,3,1,2,2,2,2,3,2,2,2,4,-1,2,2
60001298-02,2,-1,-1,-1,-1,-1,-1,1,2,2,2,3,3,3,2,3,2,7,-1,1,2
60001300-01,1,7,2,4,4,3,4,1,1,3,4,4,1,4,3,2,2,7,-1,1,1
60001301-01,1,7,1,2,2,2,3,3,1,3,3,3,3,3,1,3,4,6,-1,2,2
60001303-01,1,7,1,2,2,2,2,3,1,2,2,3,2,3,2,2,3,7,-1,1,1
60001305-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60001306-02,1,-5,1,3,3,3,3,2,1,2,3,4,2,3,1,2,3,7,-1,1,2
60001308-02,1,7,3,3,3,2,3,1,1,3,4,4,2,4,4,4,4,6,-1,2,2
60001309-02,2,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,3,1,3,2,5,-1,2,2
60001310-01,1,7,1,1,1,3,2,5,3,2,4,4,3,3,1,3,3,7,-1,1,2
60001315-01,1,7,1,3,1,1,2,3,1,2,2,2,3,3,1,2,4,7,-1,1,1
60001316-02,1,7,1,1,1,1,1,3,3,2,2,4,2,2,2,2,2,7,-1,1,2
60001318-01,2,-1,-1,-1,-1,-1,-1,1,1,3,4,4,4,4,2,4,4,6,-1,2,2
60001321-01,1,7,1,2,2,1,2,3,2,3,4,4,3,3,2,3,3,7,-1,1,1
60001322-02,1,7,2,2,3,4,4,2,2,3,3,3,2,3,1,2,3,6,-1,1,1
60001323-01,1,7,1,1,1,1,2,4,2,2,-9,3,4,4,3,4,4,6,-1,1,2
60001325-01,1,-5,2,2,2,2,3,2,1,2,2,2,2,2,2,3,3,-5,-1,1,2
60001329-01,1,-5,3,3,1,3,4,2,1,2,3,2,2,3,4,2,3,6,-1,1,1
60001333-01,1,7,2,4,4,4,4,1,1,1,3,3,1,4,1,3,4,6,-1,1,2
60001334-02,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,2,3,2,3,4,-5,-1,2,2
60001339-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,1,2,2,6,-1,2,2
60001341-01,2,-1,-1,-1,-1,-1,-1,3,1,2,2,2,2,3,1,1,1,6,-1,2,2
60001343-01,1,5,1,4,4,4,4,2,1,3,3,4,2,3,1,2,3,7,-1,2,2
60001345-01,1,7,1,4,4,2,4,1,1,2,2,2,2,2,1,3,4,6,-1,1,2
60001348-01,1,7,1,4,4,2,4,1,1,2,1,2,2,2,1,3,3,7,-1,1,2
60001350-01,1,7,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,7,-1,1,1
60001353-02,1,7,2,2,2,2,3,3,1,2,2,3,2,3,2,2,2,7,-1,2,2
60001354-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,2,3,2,3,2,7,-1,2,2
60001355-01,1,7,3,4,4,2,4,2,2,2,2,2,2,2,1,2,3,1,-1,1,2
60001361-03,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,4,4,4,6,-1,2,2
60001363-01,1,7,1,4,4,4,4,2,1,2,3,3,2,2,1,3,3,7,-1,2,2
60001364-01,1,6,2,2,4,4,4,2,1,2,4,4,4,4,2,4,1,6,-1,2,2
60001366-02,1,1,3,3,3,3,3,2,1,4,2,4,2,2,1,3,4,2,-1,1,1
60001369-01,1,7,2,2,4,2,3,2,1,3,2,3,2,3,1,3,4,7,-1,1,2
60001370-03,1,-9,1,2,4,4,2,2,1,3,3,3,4,4,2,4,4,6,-1,2,2
60001371-01,1,7,1,2,1,1,3,5,1,2,3,4,2,3,2,4,4,6,-1,1,2
60001373-01,1,6,2,4,4,4,4,1,1,3,2,2,3,2,3,3,4,6,-1,1,2
60001374-01,1,7,3,1,2,1,3,2,2,1,3,3,2,3,2,4,2,91,INSURANCE COMPANY,2,2
60001377-01,1,7,3,3,4,2,4,2,1,2,2,2,1,2,1,2,2,7,-1,1,2
60001379-02,1,6,1,2,1,2,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60001380-03,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,6,-1,2,2
60001383-01,1,7,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,6,-1,1,2
60001385-01,1,7,2,2,3,2,3,3,1,3,2,2,2,3,1,2,3,7,-1,2,2
60001386-02,1,7,1,2,2,2,3,1,1,3,2,3,2,2,2,2,2,6,-1,1,2
60001388-01,1,4,2,4,3,4,3,2,1,2,3,-9,3,-9,2,-9,4,6,-1,1,2
60001393-01,1,7,1,4,3,2,3,1,2,3,1,3,2,4,2,2,2,12,-1,2,2
60001395-01,1,7,3,1,1,4,1,3,3,3,2,2,3,2,2,1,3,4,-1,1,1
60001397-01,1,7,1,4,4,4,4,2,1,2,2,3,2,3,2,3,1,6,-1,1,2
60001401-02,1,-5,1,1,1,1,1,3,1,2,2,3,2,2,2,3,3,6,-1,2,2
60001404-01,1,2,1,2,3,2,2,3,1,2,2,2,4,3,3,2,2,6,-1,1,2
60001408-01,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,-1,2,2
60001409-01,1,7,3,3,3,2,3,3,2,3,3,4,3,3,2,3,3,7,-1,2,2
60001411-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,2,2,1,3,3,7,-1,2,2
60001413-02,1,7,2,3,3,3,4,3,1,3,4,4,2,3,4,4,4,7,-1,1,1
60001414-01,1,7,1,4,4,3,4,2,1,3,2,3,2,2,1,2,2,6,-1,2,2
60001416-01,1,7,1,4,4,3,4,3,1,2,2,4,3,3,2,3,2,6,-1,1,2
60001422-01,1,7,2,4,4,2,2,2,1,3,2,4,2,2,2,3,4,7,-1,2,2
60001425-01,1,7,1,4,4,4,4,1,1,2,2,4,1,3,2,2,2,7,-1,2,2
60001428-01,1,6,1,4,4,3,3,2,1,2,2,2,2,3,2,2,3,6,-1,1,1
60001429-01,1,-5,1,2,3,2,2,3,1,1,2,3,2,2,1,3,3,7,-1,2,2
60001430-01,1,7,1,2,2,2,3,2,1,3,2,4,2,3,2,3,3,7,-1,1,1
60001432-02,1,7,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,7,-1,1,1
60001434-01,1,6,3,4,4,-9,-9,1,1,2,2,2,2,2,2,2,2,6,-1,2,2
60001435-01,1,7,1,1,1,1,1,3,1,1,3,3,2,3,2,3,3,6,-1,1,2
60001437-01,1,7,2,3,3,2,3,3,2,3,2,2,2,2,2,3,4,7,-1,2,2
60001440-02,1,7,1,4,4,3,4,1,1,2,2,2,2,2,2,2,2,7,-1,1,2
60001443-01,1,7,3,3,4,4,4,2,1,2,3,3,1,2,1,2,3,7,-1,1,2
60001463-01,1,7,1,3,3,4,3,2,1,2,3,3,2,3,1,3,3,6,-1,2,2
60001466-01,1,7,2,4,4,4,4,1,1,2,3,3,1,4,3,4,4,7,-1,1,1
60001469-01,1,7,1,3,4,3,4,3,1,3,3,3,2,3,1,3,3,6,-1,1,1
60001470-01,1,6,1,4,4,4,3,1,1,2,4,4,4,4,2,4,4,6,-1,2,2
60001472-01,1,7,2,2,3,2,3,3,2,2,2,2,2,3,2,2,4,6,-1,1,2
60001473-01,1,-5,1,4,4,2,3,1,2,3,3,3,2,4,2,3,4,7,-1,2,2
60001474-01,1,7,2,2,3,3,2,3,1,3,2,3,1,2,2,2,3,6,-1,1,1
60001476-01,1,6,3,3,3,4,3,1,1,2,4,3,3,3,3,4,3,6,-1,2,2
60001477-03,1,7,3,3,3,3,3,2,1,1,2,3,2,2,2,3,4,6,-1,2,2
60001482-01,1,7,1,4,4,4,4,2,1,2,2,2,2,3,1,2,4,91,ONLINE LIBRARY/PUB-MED/PEER-REVIEWED RESEARCH ARTICLES,1,2
60001490-02,1,7,2,4,4,4,4,2,1,2,3,3,1,2,1,3,4,7,-1,1,1
60001495-01,1,7,1,4,4,2,3,1,1,2,2,3,2,2,1,2,3,7,-1,1,1
60001497-02,1,6,1,4,4,4,4,1,1,2,4,4,4,4,4,4,4,6,-1,2,2
60001500-01,1,7,1,3,2,2,3,3,1,3,3,3,2,4,2,3,2,6,-1,1,2
60001507-01,1,7,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,7,-1,1,1
60001510-01,1,7,1,4,4,3,4,3,1,2,2,4,2,2,1,2,3,7,-1,1,2
60001514-01,1,7,3,4,4,2,4,2,2,3,4,4,2,4,1,3,4,7,-1,1,2
60001515-01,1,-5,1,3,3,2,3,2,1,2,3,3,2,3,2,3,3,7,-1,1,2
60001523-02,1,7,1,3,3,2,2,4,2,3,3,3,3,3,3,3,3,7,-1,1,2
60001524-02,2,-1,-1,-1,-1,-1,-1,2,2,3,3,3,2,3,3,3,3,6,-1,2,2
60001525-02,1,-5,1,2,2,3,3,1,1,2,2,3,2,3,1,2,2,6,-1,2,2
60001530-01,1,7,2,2,2,3,2,3,1,2,2,3,2,-9,2,2,2,6,-1,1,2
60001547-01,1,7,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,6,-1,1,2
60001548-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,4,2,3,2,3,3,6,-1,2,2
60001549-01,1,7,1,3,3,4,3,2,2,3,2,2,2,3,1,2,4,6,-1,1,2
60001560-03,1,7,1,3,3,2,3,3,2,3,2,4,2,3,2,4,2,7,-1,1,2
60001562-02,1,7,1,2,4,4,4,3,1,3,3,3,2,2,2,3,3,6,-1,1,2
60001564-01,1,7,1,4,4,4,4,1,1,3,2,3,1,3,1,2,2,6,-1,1,2
60001566-01,1,1,3,-9,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60001567-02,1,7,2,4,4,3,4,2,1,3,2,4,3,3,2,2,4,6,-1,1,1
60001568-01,1,7,1,2,2,2,3,3,1,3,2,2,2,2,2,3,3,6,-1,2,2
60001570-01,1,7,1,3,4,2,4,3,2,3,4,4,2,4,2,3,4,7,-1,1,1
60001573-01,1,7,1,4,4,4,4,1,1,2,2,3,1,2,2,2,3,7,-1,1,2
60001574-01,1,7,3,1,1,1,1,5,1,3,2,2,2,3,1,3,3,6,-1,1,2
60001575-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,3,4,3,4,6,-1,1,2
