PersonID,ChanceGetCancer,EverythingCauseCancer,PreventNotPossible,TooManyRecommendations,CancerMoreCommon,CancerFatal,RatherNotKnowChance,FreqWorryCancer,FamilyEverHadCancer
60008515-01,2,2,3,2,2,1,4,3,1
60008517-01,3,4,4,2,3,3,3,2,1
60008519-01,2,4,4,4,4,3,1,3,2
60008523-02,2,2,3,2,3,3,3,1,1
60008526-01,3,3,2,2,3,1,1,4,4
60008529-01,4,3,4,4,2,2,4,5,2
60008530-01,3,4,3,2,2,2,2,1,1
60008534-01,5,2,3,1,2,1,1,2,1
60008541-01,3,2,1,4,1,2,4,5,1
60008552-01,1,2,1,1,1,1,4,5,2
60008561-02,4,1,2,2,2,2,3,2,1
60008563-01,3,3,3,-9,2,1,2,3,2
60008566-02,-9,1,3,1,4,1,1,1,1
60008571-01,3,3,4,3,3,3,2,2,2
60008580-02,-9,4,-9,-9,-9,-9,-9,-9,-9
60008582-01,3,2,2,2,2,3,3,2,2
60008590-01,3,4,4,2,2,4,2,3,1
60008592-02,4,3,3,3,4,2,4,5,1
60008598-01,-9,1,4,1,2,1,3,4,4
60008600-01,-9,3,4,2,3,1,4,2,1
60008601-03,5,1,3,2,2,2,4,4,2
60008605-01,3,3,4,2,3,4,4,1,1
60008611-03,-9,-9,-9,-9,-9,-9,4,3,4
60008617-01,3,2,3,3,4,2,2,1,1
60008629-01,4,3,4,3,3,2,2,2,1
60008634-01,-9,1,2,3,4,4,4,1,1
60008636-02,4,3,4,2,1,1,3,3,1
60008637-01,3,2,3,2,3,4,4,3,1
60008638-01,3,2,2,2,2,2,3,4,1
60008648-02,3,3,4,2,4,3,4,4,1
60008650-02,3,2,4,2,3,2,4,4,1
60008658-01,3,3,3,2,3,2,2,1,1
60008666-01,1,4,4,4,-9,-9,4,2,2
60008684-01,2,4,4,3,2,4,4,1,2
60008688-01,4,1,3,2,3,4,4,3,-9
60008690-01,3,2,4,4,4,3,1,2,1
60008693-01,1,4,4,4,2,2,4,2,2
60008698-01,3,1,3,1,2,4,1,1,1
60008699-03,2,1,1,1,1,-9,3,2,1
60008701-02,3,2,4,2,2,2,4,5,1
60008702-01,3,2,3,2,2,3,3,2,1
60008704-01,2,1,4,1,3,1,1,2,2
60008709-01,5,2,2,2,1,2,2,5,1
60008715-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60008720-01,5,2,4,1,2,2,4,4,1
60008730-01,3,2,3,1,2,1,3,4,2
60008731-01,4,1,2,1,2,2,4,4,1
60008742-01,-9,1,4,2,2,2,4,4,2
60008748-01,3,2,3,1,2,2,2,2,1
60008749-03,4,1,2,2,3,3,2,2,2
60008751-03,1,1,1,1,3,1,4,4,1
60008756-01,1,3,2,1,3,-9,4,1,2
60008757-01,2,4,4,4,2,4,2,1,1
60008759-01,3,2,3,2,3,2,3,3,1
60008762-02,3,2,4,4,3,2,4,3,1
60008772-03,1,1,4,1,3,1,4,2,1
60008773-01,3,3,3,3,4,2,4,3,1
60008774-02,1,2,4,2,2,2,1,1,2
60008775-01,3,1,4,2,3,1,4,2,4
60008784-01,4,2,2,1,2,1,4,3,1
60008785-01,2,1,2,1,3,2,1,1,1
60008787-01,2,1,2,1,2,3,4,1,1
60008789-01,4,2,4,2,3,2,3,4,1
60008796-01,2,3,3,3,2,3,3,1,1
60008800-01,4,2,3,2,1,2,3,4,1
60008803-02,3,2,4,1,2,3,2,2,1
60008806-01,3,2,3,3,2,3,4,1,2
60008816-01,3,3,2,2,2,2,2,3,4
60008821-02,4,1,3,1,2,1,1,4,1
60008822-02,4,1,2,1,4,1,1,2,1
60008824-01,3,4,4,3,4,4,3,2,1
60008825-01,1,1,3,2,2,3,2,1,2
60008826-01,3,4,4,3,4,2,2,2,1
60008830-03,1,4,4,4,2,2,2,1,2
60008834-01,4,3,2,1,3,1,3,3,2
60008837-01,1,2,4,3,3,3,4,1,2
60008838-01,3,2,3,2,2,3,3,3,1
60008846-01,3,4,4,1,4,1,2,-5,1
60008856-02,3,1,2,1,1,1,4,1,1
60008866-01,3,2,3,2,3,3,3,2,1
60008868-03,3,2,2,2,2,2,2,2,2
60008871-03,3,2,3,3,3,1,2,3,2
60008876-01,3,3,4,2,3,3,3,3,1
60008877-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60008881-03,3,2,3,1,3,3,2,3,1
60008883-01,4,2,2,2,2,2,2,3,2
60008890-02,4,1,4,2,3,2,3,4,4
60008895-01,1,2,3,2,3,2,4,3,2
60008899-01,2,1,2,2,1,1,1,5,1
60008901-01,1,2,3,2,-9,-9,1,1,1
60008905-03,4,3,4,2,3,2,4,2,1
60008906-01,4,2,3,1,1,2,4,3,1
60008916-01,3,1,4,2,4,4,4,1,1
60008919-01,4,3,4,2,2,3,1,3,1
60008924-01,3,2,3,3,4,2,4,1,1
60008929-01,5,3,4,2,4,3,3,2,1
60008931-01,2,3,4,2,4,3,2,1,2
60008938-03,3,2,3,2,2,3,2,1,4
60008942-01,2,2,2,2,2,1,1,2,2
60008943-01,2,3,3,3,2,1,2,3,1
60008947-01,1,2,4,4,1,1,1,5,1
60008954-01,4,1,4,1,4,2,4,4,1
60008959-02,1,3,2,2,3,2,4,5,2
60008964-01,3,1,3,2,2,1,3,4,1
60008974-01,3,1,1,2,2,2,1,2,1
60008978-02,2,2,2,2,3,1,2,5,2
60008986-01,1,1,3,2,4,2,2,1,1
60008988-01,3,1,1,1,1,1,2,2,1
60008992-01,4,3,4,3,3,3,3,3,1
60009004-01,4,1,3,2,3,3,4,1,1
60009012-01,3,1,3,1,1,1,4,3,1
60009042-01,3,1,2,1,2,1,2,3,4
60009043-01,3,1,3,2,4,2,4,2,2
60009046-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60009050-01,3,4,4,4,4,1,2,4,4
60009064-02,4,1,2,1,3,1,3,2,2
60009065-02,4,3,3,1,2,4,4,2,1
60009074-02,3,1,1,1,3,3,4,1,4
60009079-01,2,1,1,1,1,1,4,1,2
60009080-01,3,2,3,1,2,2,3,3,1
60009082-02,4,3,3,3,3,2,3,3,1
60009089-01,5,1,3,2,2,1,3,1,4
60009096-03,5,2,2,3,3,3,4,2,2
60009099-02,3,2,4,2,3,3,3,1,2
60009100-01,3,1,2,1,1,1,4,1,1
60009109-01,3,2,3,2,3,2,4,3,1
60009114-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009123-01,4,2,4,2,3,3,4,2,1
60009124-01,3,2,3,2,2,3,2,3,2
60009125-01,3,4,2,4,-9,3,4,1,-9
60009131-01,3,2,4,2,3,2,3,3,2
60009132-01,4,2,3,2,2,3,4,3,1
60009136-02,4,2,3,4,3,2,4,2,1
60009138-01,1,-9,-9,-9,-9,-9,2,1,-9
60009140-01,1,4,3,3,4,3,3,4,1
60009141-01,4,1,2,1,1,1,2,5,1
60009143-01,3,2,4,2,2,3,3,4,2
60009147-01,-9,4,-9,-5,2,2,4,1,1
60009148-03,2,2,3,3,3,3,2,1,2
60009152-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009155-01,3,1,3,1,1,1,1,2,1
60009160-01,3,2,3,3,3,4,4,3,1
60009162-01,3,2,2,1,3,3,2,2,1
60009166-01,2,4,4,3,4,2,4,2,1
60009183-01,3,1,1,1,2,1,3,3,2
60009185-01,3,2,2,1,2,1,2,2,1
60009192-01,3,2,4,1,4,4,1,1,1
60009202-01,3,1,1,1,1,1,1,3,-9
60009203-01,3,1,3,1,2,1,4,3,1
60009205-01,4,2,1,2,3,2,2,3,1
60009210-01,2,2,3,2,4,2,4,2,1
60009216-01,3,2,3,3,3,3,3,2,1
60009217-03,2,2,2,2,2,1,2,2,2
60009226-01,3,2,3,3,2,3,3,3,2
60009228-03,1,4,4,4,4,4,4,1,1
60009229-02,3,1,2,2,2,3,3,1,2
60009236-01,3,4,3,2,3,4,4,2,1
60009237-02,3,-9,-9,1,-9,-9,2,1,2
60009239-01,3,3,3,3,4,2,2,3,1
60009245-02,4,2,3,3,2,1,4,4,1
60009254-01,2,2,4,2,2,3,3,1,1
60009259-01,4,2,2,3,3,1,3,3,2
60009261-01,4,4,2,1,2,1,1,1,1
60009262-01,4,3,4,3,3,2,4,3,1
60009263-01,4,3,3,3,3,2,3,3,1
60009264-03,2,1,4,1,1,2,2,2,4
60009268-01,5,1,4,1,1,1,1,5,1
60009277-01,3,2,2,1,2,1,3,3,1
60009281-01,3,2,3,2,3,4,3,2,1
60009286-02,4,1,1,1,1,1,2,4,1
60009288-01,3,1,2,1,2,1,2,2,4
60009290-01,4,2,3,3,3,1,1,4,1
60009295-01,3,2,4,2,3,2,3,3,1
60009297-01,1,4,4,4,4,4,2,1,4
60009309-03,1,4,1,2,-9,3,2,1,2
60009312-01,3,1,2,2,1,2,1,3,1
60009319-01,4,1,3,2,2,1,3,3,2
60009330-01,2,2,3,2,3,2,2,2,2
60009332-02,1,1,4,4,1,1,2,2,1
60009342-03,3,2,3,3,4,2,3,4,2
60009348-01,-9,2,3,2,3,3,-9,-9,1
60009352-02,3,1,2,2,-9,2,1,5,1
60009357-01,4,2,4,2,1,4,4,1,1
60009361-01,3,2,3,2,3,2,2,2,1
60009365-02,5,2,4,3,3,2,4,2,2
60009370-01,3,2,3,3,4,3,3,3,2
60009379-01,4,1,3,3,3,1,4,1,1
60009383-02,3,2,3,1,3,3,2,2,2
60009385-02,1,3,3,3,3,3,4,1,1
60009391-01,-9,4,4,2,2,2,3,2,1
60009396-01,2,3,2,1,3,2,4,1,2
60009400-01,3,2,3,2,3,2,4,1,1
60009401-01,4,1,2,2,4,2,4,3,1
60009410-02,4,2,3,1,3,3,3,1,1
60009411-01,1,1,1,1,1,1,3,5,1
60009412-02,4,2,4,3,3,1,2,3,2
60009420-01,3,3,3,2,3,3,3,2,1
60009438-01,4,2,1,2,2,2,1,2,1
60009448-01,3,1,2,3,3,4,4,2,1
60009451-02,3,1,3,1,2,1,4,4,2
60009454-01,3,2,3,2,4,2,2,1,2
60009460-01,2,2,3,3,3,3,3,3,1
60009462-03,2,4,3,1,3,3,3,2,2
60009463-01,4,2,4,2,3,2,3,4,4
60009471-01,3,2,4,3,4,2,4,3,1
60009478-01,5,2,3,2,3,1,1,4,1
60009480-02,3,2,3,2,2,2,2,3,-9
60009488-01,5,3,4,2,4,3,3,3,1
60009490-02,4,2,3,1,2,2,2,3,1
60009501-01,3,4,4,4,4,4,4,4,1
60009502-01,4,1,3,2,2,2,3,3,1
60009503-02,3,3,3,3,4,1,3,3,2
60009507-02,-9,-9,-9,-9,-9,-9,-9,-9,2
60009508-01,3,2,4,1,3,1,3,3,2
60009514-01,1,4,2,2,2,2,4,3,1
60009524-01,4,2,3,2,4,2,4,2,1
60009525-01,3,3,3,4,3,4,3,1,2
60009528-03,3,1,2,1,2,2,3,3,4
60009537-01,3,1,2,1,3,1,4,3,1
60009538-01,3,2,3,2,2,1,2,4,2
60009561-02,3,3,4,4,1,4,4,5,1
60009567-01,3,2,3,1,4,4,2,2,4
60009570-03,4,2,1,2,3,3,4,4,1
60009575-01,3,1,2,2,3,2,2,2,2
60009576-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009579-01,1,4,1,4,1,4,4,3,1
60009609-02,4,2,3,2,2,1,2,2,1
60009613-01,4,2,4,2,3,4,3,1,1
60009617-01,2,2,3,3,4,1,4,2,2
60009618-01,3,3,4,2,3,2,4,4,4
60009620-02,5,2,2,2,2,2,2,4,1
60009635-01,3,2,3,2,3,2,3,3,1
60009641-01,2,2,3,1,3,3,4,1,1
60009646-01,1,1,2,1,1,1,4,3,1
60009655-01,3,4,3,3,2,3,3,3,2
60009657-01,3,1,2,1,2,2,4,4,2
60009660-01,1,2,4,2,3,3,4,2,2
60009662-03,2,2,-9,2,-9,1,4,3,1
60009667-01,3,2,3,2,2,2,4,3,4
60009676-01,3,2,2,2,4,2,2,2,1
60009685-01,3,1,3,2,2,2,1,3,1
60009696-01,2,2,4,4,4,4,4,3,1
60009697-03,-9,-9,-9,-9,-9,-9,-9,-9,-9
60009708-02,3,3,2,2,2,1,2,2,1
60009715-02,3,3,4,2,3,2,3,4,2
60009719-01,3,2,2,2,2,1,2,3,-9
60009720-01,-9,1,1,1,1,1,4,2,2
60009721-01,5,2,3,2,3,3,4,3,1
60009731-01,3,1,2,1,1,1,4,1,1
60009736-01,3,1,2,1,1,1,4,5,1
60009746-01,1,1,2,2,2,4,3,4,1
60009747-01,1,1,1,1,1,1,4,3,2
60009758-01,3,2,3,1,1,3,1,1,1
60009759-01,4,2,2,2,2,2,2,2,1
60009764-01,4,2,3,2,3,1,4,2,1
60009767-01,3,2,2,2,2,2,2,1,1
60009773-03,4,2,2,2,2,4,4,3,1
60009774-01,4,2,3,2,2,2,4,5,1
60009775-01,3,2,3,1,2,2,2,3,1
60009778-02,1,2,1,2,3,1,2,2,2
60009784-02,5,1,3,1,1,4,4,1,4
60009786-01,2,3,4,2,4,3,1,2,2
60009795-01,2,3,4,2,4,4,1,2,1
60009797-01,4,3,3,3,3,2,4,3,1
60009799-01,3,4,2,1,4,2,4,2,1
60009800-01,4,2,2,1,2,1,4,5,1
60009807-02,3,3,4,1,3,3,3,3,-9
60009812-01,3,1,2,2,3,3,4,3,1
60009819-03,3,1,3,2,1,1,3,3,1
60009824-01,-9,1,2,1,4,3,3,1,1
60009833-02,5,2,3,1,3,1,1,4,1
60009838-01,5,2,2,3,2,4,4,-9,1
60009844-01,3,4,4,4,4,4,4,2,4
60009846-01,3,2,3,2,3,4,2,3,1
60009847-01,4,4,4,4,4,4,3,2,-9
60009851-02,4,2,2,3,3,1,4,5,4
60009853-01,4,2,3,3,2,2,2,3,1
60009871-02,4,1,3,3,1,2,3,3,1
60009881-01,5,4,4,4,2,1,4,4,1
60009884-03,2,1,4,2,3,1,4,2,2
60009888-01,3,3,3,2,2,2,2,3,1
60009895-03,3,3,3,3,4,3,4,1,1
60009923-01,3,3,4,3,3,2,3,3,1
60009928-01,4,3,3,1,3,1,3,2,1
60009950-02,4,1,2,2,2,2,4,3,1
60009951-02,3,1,4,1,3,3,3,3,1
60009953-02,4,1,1,1,1,1,1,5,1
60009955-01,2,3,4,2,2,1,4,4,1
60009958-01,3,2,2,1,2,2,2,2,1
60009959-01,3,2,4,3,3,2,3,3,2
60009963-01,3,3,3,2,4,4,4,3,1
60009968-01,5,2,4,3,4,1,4,2,1
60009974-01,2,1,1,1,1,4,3,1,2
60009976-01,3,2,3,2,3,3,3,3,2
60009978-01,3,2,3,2,3,3,3,3,1
60009981-01,3,2,2,2,2,3,2,4,1
60009988-01,-9,2,3,1,2,1,2,3,2
60010000-01,3,2,3,3,3,3,4,2,4
60010001-01,3,2,3,2,2,2,2,3,1
60010002-01,2,3,3,3,3,3,1,1,4
60010003-01,3,1,4,2,2,4,4,1,1
60010005-01,2,2,3,2,2,4,4,2,2
60010016-01,2,2,4,3,2,2,4,3,1
60010017-01,2,2,4,3,2,1,2,3,1
60010018-01,3,2,3,1,3,2,2,2,1
60010024-01,3,1,1,1,3,1,4,5,1
60010031-01,3,2,3,2,2,3,3,3,2
60010033-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010034-01,3,3,3,2,2,2,3,2,2
60010040-01,3,4,2,4,2,4,2,1,1
60010042-02,3,1,3,1,2,1,1,3,2
60010043-01,1,4,4,3,3,4,1,1,1
60010044-01,3,4,4,4,4,3,4,3,1
60010057-02,1,4,1,1,3,2,1,1,2
60010059-02,3,4,3,1,3,4,4,5,1
60010071-01,4,2,3,2,2,2,3,3,1
60010072-03,3,4,2,2,3,2,2,3,1
60010073-01,4,2,4,2,3,2,4,5,1
60010079-01,4,2,3,3,3,3,4,1,1
60010089-01,3,2,4,2,3,2,2,1,1
60010090-01,3,2,3,2,-9,3,3,3,-9
60010091-02,3,2,3,2,2,3,3,2,1
60010101-01,4,2,3,2,2,2,4,1,1
60010102-02,3,2,4,1,2,2,4,3,1
60010103-01,4,3,3,1,2,3,3,2,1
60010126-01,4,1,3,2,2,1,2,3,1
60010135-01,4,2,4,2,3,4,4,2,1
60010140-01,3,2,4,2,2,3,4,4,2
60010153-01,4,4,3,3,3,3,4,2,1
60010162-01,4,2,4,3,3,2,4,4,1
60010163-01,3,2,3,2,3,2,3,3,1
60010166-02,4,2,3,2,2,2,4,3,1
60010170-02,4,3,4,1,1,1,1,4,1
60010172-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60010178-01,4,1,4,2,3,2,3,4,1
60010181-03,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010188-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010194-01,4,1,4,1,2,1,3,5,1
60010197-01,3,3,3,3,2,4,3,1,1
60010227-01,2,2,2,3,3,3,1,2,2
60010233-01,3,2,3,4,4,4,3,2,1
60010234-02,3,2,3,2,2,1,2,4,4
60010238-02,4,4,4,3,3,2,3,1,2
60010240-03,3,4,3,1,4,2,2,1,2
60010242-03,2,3,3,3,3,2,2,1,2
60010245-01,3,3,4,2,1,3,2,1,1
60010247-02,3,1,4,3,2,2,4,2,1
60010251-01,3,3,3,3,-9,2,2,2,1
60010254-02,2,2,4,3,2,4,2,2,2
60010260-01,3,1,1,-9,-9,-9,1,3,2
60010265-01,2,2,3,3,3,3,4,2,1
60010270-02,5,2,4,2,3,1,4,1,1
60010280-01,2,3,2,2,2,2,4,3,1
60010281-01,5,2,1,3,1,1,1,3,1
60010287-02,5,2,3,2,3,2,4,5,1
60010294-01,3,2,3,2,3,2,4,2,1
60010307-01,4,2,3,2,2,2,3,3,1
60010308-01,5,1,1,2,2,2,3,4,1
60010309-01,3,2,3,3,-9,3,2,3,1
60010312-01,4,2,2,1,2,1,1,3,1
60010313-03,3,1,3,3,1,1,2,3,1
60010318-01,-9,1,1,1,2,1,1,1,1
60010321-01,2,2,3,2,2,2,2,3,1
60010328-01,2,2,3,2,2,1,4,3,1
60010332-01,4,2,3,2,2,2,2,3,1
60010335-01,4,2,3,2,4,2,4,2,1
60010338-01,3,2,3,4,2,1,4,3,2
60010342-01,4,2,4,2,3,3,3,3,1
60010347-01,1,2,2,3,2,1,2,3,2
60010349-01,4,1,3,1,3,2,2,3,1
60010354-01,2,2,3,4,4,1,1,5,1
60010356-01,2,2,4,1,4,1,1,4,2
60010357-02,3,2,2,2,3,2,3,2,1
60010359-02,4,3,4,3,3,3,3,2,1
60010362-01,1,3,4,4,3,3,3,1,1
60010367-02,3,2,3,2,3,3,4,2,1
60010378-03,3,2,4,3,3,4,4,2,4
60010382-03,4,1,4,1,1,1,2,5,1
60010399-01,1,2,3,2,3,4,4,3,2
60010400-01,5,2,2,2,1,2,4,5,1
60010401-01,1,1,2,2,3,2,2,3,1
60010403-01,3,4,3,1,3,2,3,2,1
60010404-01,3,1,3,2,1,4,3,1,1
60010406-02,4,1,4,1,2,1,4,5,1
60010412-03,3,3,4,2,3,2,4,3,2
60010419-01,3,1,2,1,2,1,2,5,1
60010420-02,-9,4,4,4,4,4,4,1,1
60010421-02,3,2,4,1,4,1,1,5,2
60010425-01,4,2,3,2,3,2,4,4,1
60010434-01,2,4,4,2,2,3,4,1,2
60010448-02,3,2,3,-9,2,2,3,1,1
60010458-01,4,1,2,1,2,1,1,3,1
60010468-02,-9,-9,-9,-9,-9,-9,-9,-9,2
60010483-01,2,2,4,3,2,3,3,3,1
60010485-01,2,2,3,1,1,1,4,3,1
60010486-01,3,3,2,2,2,4,3,1,1
60010496-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010498-01,3,2,3,2,4,3,2,2,1
60010505-02,4,2,3,1,2,2,3,3,4
60010513-01,3,1,2,2,3,2,2,2,1
60010523-01,5,2,4,1,2,4,4,3,1
60010527-01,3,3,3,2,3,2,3,2,2
60010537-01,4,2,3,2,3,3,3,2,1
60010542-01,3,1,1,1,2,1,4,4,1
60010561-01,3,1,2,2,2,3,3,3,1
60010567-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010573-01,2,2,3,2,3,3,2,3,1
60010579-01,3,4,4,3,2,2,3,2,2
60010582-01,2,2,3,1,3,2,3,1,1
60010588-02,3,1,2,1,2,1,2,4,1
60010592-02,3,3,4,2,3,4,3,3,4
60010595-01,2,3,2,2,3,2,3,2,1
60010615-02,-9,-9,-9,-9,-9,-9,1,-9,1
60010616-01,3,4,4,3,4,2,4,2,1
60010622-01,3,2,4,2,3,4,4,1,1
60010629-01,3,2,3,2,2,2,2,3,1
60010630-02,3,3,4,2,-5,3,4,1,1
60010631-02,3,2,3,2,2,3,4,2,1
60010632-01,4,2,3,2,2,1,3,3,1
60010633-01,2,4,3,3,4,2,3,2,1
60010635-02,2,3,2,1,2,3,2,3,1
60010640-01,1,2,2,2,-9,2,2,1,1
60010654-01,2,2,3,2,3,3,1,1,1
60010656-01,2,3,3,2,1,2,3,2,1
60010669-01,1,2,3,2,3,3,1,1,1
60010674-02,3,2,1,2,2,4,1,1,-9
60010681-01,4,2,3,3,3,4,3,2,1
60010685-02,1,2,2,3,2,2,4,4,1
60010692-01,4,1,4,1,4,1,4,4,1
60010693-01,3,2,4,2,-9,2,4,2,2
60010694-01,1,1,2,1,3,1,4,3,1
60010695-01,5,1,3,2,3,2,4,4,1
60010706-01,-9,-9,-9,-9,-9,-9,-9,-9,2
60010709-01,4,2,3,3,2,2,3,3,1
60010711-01,4,4,4,4,2,3,4,2,4
60010717-02,3,3,1,1,1,1,4,3,4
60010719-02,3,2,3,1,3,2,2,3,1
60010722-01,2,4,4,3,3,1,3,2,1
60010729-01,2,2,3,2,3,4,4,1,2
60010733-01,2,2,2,2,2,2,3,2,1
60010751-01,3,1,3,1,4,1,4,1,2
60010758-01,3,2,4,2,4,3,2,3,1
60010774-02,-9,-9,-9,-9,-9,-9,-9,-9,1
60010783-02,4,2,3,1,3,2,1,3,1
60010786-01,1,2,2,2,3,3,4,2,-9
60010787-02,3,2,2,1,1,3,4,3,1
60010794-02,3,1,4,1,3,3,1,3,4
60010795-01,3,1,4,1,2,1,4,3,4
60010797-01,3,3,2,2,2,2,3,2,1
60010799-01,5,1,4,3,2,1,3,4,1
60010808-02,5,2,2,1,3,1,3,2,1
60010811-01,5,3,2,1,1,1,4,2,1
60010817-01,3,2,3,2,3,3,4,4,1
60010822-01,2,2,2,2,2,3,2,3,2
60010839-01,2,4,2,1,3,2,2,2,2
60010840-01,5,2,1,1,2,2,-5,4,1
60010851-01,4,2,3,2,2,3,3,2,2
60010859-01,4,4,4,2,-9,4,4,3,1
60010863-02,-9,1,1,1,-9,1,1,5,1
60010868-02,4,3,4,2,4,2,4,4,1
60010869-01,3,3,4,2,4,4,2,2,1
60010874-01,1,4,1,3,3,4,4,2,2
60010879-03,2,3,4,2,4,1,4,1,2
60010883-01,1,4,4,4,3,4,4,1,2
60010887-03,2,4,4,4,4,4,4,2,1
60010896-03,3,1,1,1,1,4,1,1,2
60010900-01,2,3,3,2,3,3,4,1,2
60010903-01,3,2,3,3,2,3,3,3,4
60010908-02,3,2,2,2,2,2,3,4,-9
60010910-01,3,2,1,1,2,2,1,3,1
60010911-01,2,2,1,1,2,1,2,2,2
60010913-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60010915-02,2,3,3,3,3,2,2,4,1
60010916-01,3,2,3,3,3,3,3,3,1
60010917-01,5,2,3,2,4,3,4,5,1
60010921-02,5,1,1,1,1,1,3,3,1
60010930-01,2,1,-9,-9,-9,-9,1,2,4
60010931-01,3,2,4,3,2,3,3,2,1
60010935-02,1,4,-9,-9,-9,-9,-9,1,4
60010937-01,3,2,3,2,3,4,2,2,1
60010938-03,3,2,3,1,2,4,4,3,1
60010944-01,4,2,3,1,3,4,4,4,1
60010960-03,1,-9,-9,-9,-9,-9,4,2,1
60010964-01,3,4,3,3,2,1,4,3,1
60010972-01,4,4,4,2,2,3,4,2,1
60010974-02,4,1,3,4,3,2,4,4,1
60010981-01,-9,2,2,3,4,4,-9,3,1
60010983-01,3,2,2,2,3,3,1,1,4
60010984-01,3,1,1,1,2,3,4,2,2
60010986-03,4,1,3,1,3,1,1,5,4
60010997-01,3,3,2,1,2,4,4,1,2
60011012-01,2,1,2,1,2,2,3,1,1
60011013-03,1,1,1,1,1,1,4,3,1
60011027-03,5,2,2,1,1,2,1,5,-9
60011054-01,4,2,4,3,3,2,4,2,1
60011056-01,4,2,3,3,2,2,2,3,1
60011062-01,-9,1,4,4,3,4,4,1,4
60011065-01,3,2,2,2,2,2,3,4,2
60011083-02,4,3,1,1,3,4,3,2,1
60011087-01,4,2,3,2,2,1,2,2,1
60011093-01,4,2,2,2,2,2,3,3,1
60011097-01,2,1,1,1,1,1,1,5,4
60011098-02,3,1,2,2,3,3,1,2,1
60011106-03,3,1,2,1,3,1,2,3,4
60011110-01,4,3,4,3,2,4,3,2,1
60011111-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60011112-02,1,2,4,2,4,3,4,3,1
60011115-03,4,2,3,3,2,2,2,3,4
60011117-01,3,2,3,1,3,2,4,3,1
60011129-01,4,3,4,4,3,4,4,2,2
60011135-01,3,1,2,1,4,2,2,3,2
60011136-01,3,2,3,1,2,1,4,3,2
60011139-02,3,2,3,2,2,1,4,3,1
60011145-02,4,1,2,1,1,2,4,4,1
60011146-01,3,2,3,3,2,2,3,1,2
60011147-01,4,2,2,2,2,2,3,4,1
60011156-01,-9,4,2,4,4,2,2,1,-9
60011158-02,1,2,4,1,2,1,1,1,2
60011162-02,2,2,2,2,2,2,4,2,4
60011165-01,3,3,3,3,4,2,1,1,2
60011168-02,3,4,3,2,3,3,4,3,1
60011180-01,3,2,3,2,2,2,2,4,1
60011181-01,3,2,3,2,2,4,4,2,2
60011183-02,3,3,3,2,4,3,4,4,2
60011195-01,3,3,2,1,2,1,4,2,1
60011196-02,4,2,3,2,3,2,3,3,1
60011203-01,2,2,4,4,4,2,1,1,1
60011206-01,3,2,3,2,3,2,3,2,1
60011211-02,-9,2,3,2,2,3,2,2,-9
60011212-01,1,2,4,2,1,2,4,1,1
60011218-01,4,2,4,2,2,2,4,3,4
60011221-01,4,2,4,1,2,3,2,3,1
60011224-01,4,4,3,2,2,4,1,3,2
60011226-01,3,2,2,2,4,1,3,2,2
60011231-02,3,2,3,3,2,4,1,1,1
60011235-02,1,2,4,2,-9,1,4,3,1
60011240-01,3,1,4,1,2,2,4,3,1
60011244-01,5,2,3,1,1,2,3,5,1
60011250-01,2,4,4,4,4,2,4,2,2
60011252-01,3,4,3,3,3,2,2,2,1
60011253-01,3,1,4,2,1,1,4,3,2
60011261-01,4,1,4,3,3,1,4,5,1
60011264-01,5,2,1,1,4,2,4,4,1
60011270-01,3,4,4,4,4,3,4,2,2
60011274-01,4,2,2,2,2,2,2,3,1
60011278-02,3,4,4,2,4,4,2,2,1
60011280-02,4,2,3,1,2,3,2,1,1
60011289-01,3,3,2,3,3,3,3,2,1
60011293-03,4,2,3,3,3,3,2,3,2
60011295-01,2,1,3,1,3,3,4,1,-9
60011308-01,5,2,3,4,3,2,4,4,1
60011310-01,1,3,4,4,2,2,4,1,1
60011315-02,3,4,3,1,3,3,3,1,1
60011324-01,4,2,3,2,3,2,2,4,1
60011329-01,3,2,3,2,3,3,3,3,2
60011330-01,3,2,3,1,-9,1,3,4,1
60011332-01,5,2,3,3,4,3,4,5,1
60011336-02,4,2,3,2,3,2,4,3,1
60011337-03,2,2,2,2,2,2,2,3,2
60011342-02,5,2,4,2,2,4,4,3,1
60011364-01,3,1,2,4,4,1,1,3,1
60011366-01,3,2,2,2,3,1,2,3,4
60011370-01,3,3,4,3,4,2,4,2,2
60011373-01,1,4,2,1,1,-9,4,1,1
60011374-01,4,1,2,1,2,2,4,2,1
60011380-01,2,1,1,2,2,2,2,4,-9
60011382-02,3,4,3,2,2,3,2,1,2
